Unnamed: 0,order_id,user_id,estimated arrival,transaction_date
430,AA7CEEB4-901F-41D6-B284-CDFA89982873,USER22468,3.0,2021-11-22
431,4B7119DC-8886-43BC-A861-637E0E270675,USER26207,10.0,2021-12-03
432,9A6AAC67-DD2B-4CC9-9FCE-D878E7C29382,USER21730,7.0,2021-12-21
439,990DFE77-901B-4F9B-B1E2-F3E68BE7D9DE,USER32370,8.0,2021-10-15
475,22492F23-57DD-4000-95F2-DEAFDE496C5C,USER59150,3.0,2021-10-13
509,6D69CDD2-10FF-4C7F-9C4F-98227B6C7D53,USER07797,9.0,2021-11-13
515,87959DAB-D0EB-422D-944F-112A9EC995BB,USER65400,7.0,2021-10-12
518,261363D8-A425-426B-AFA0-0E7CF8A70EE7,USER05499,3.0,2021-12-25
525,CBF510AC-D456-4FD9-8699-3612461D6FA1,USER23416,5.0,2021-11-27
534,35D35529-5A6C-42A0-B18B-49359530AE43,USER54437,9.0,2021-11-13
549,667FA5AE-DC86-407D-89B5-8A6B78475D4A,USER26444,4.0,2021-12-31
590,1B9BB07D-DE4B-40C9-A0B4-C749CE6ED6A3,USER47728,11.0,2021-10-19
595,9E2592E0-E611-4649-968B-8FD08D1DDC20,USER11459,11.0,2021-12-09
613,D70D3777-2FA3-46FA-9C54-EE4664A00447,USER21725,9.0,2021-11-24
647,5BF1463F-9D1C-4E49-84EA-E3DDB920982B,USER46771,4.0,2021-10-20
677,5E78C964-214E-407F-A3F8-0FD8FF9FD078,USER16139,5.0,2021-10-30
707,DA1CAFC9-6924-472F-B67B-E698AE853DB6,USER27241,14.0,2021-10-15
715,CFF3AA2E-3E2E-432B-9AD3-E2BFA648760D,USER10272,5.0,2021-10-10
731,0B4F2557-CEEC-4A09-B48C-28F8B818E9F0,USER45353,8.0,2021-11-26
744,DE723D07-580E-4483-8042-7A0CEB2A8F36,USER50073,13.0,2021-10-08
764,E3BAFA97-7AD9-4A89-86E0-6DCE142F704D,USER58668,9.0,2021-12-21
772,9D204C3A-3218-481B-812B-268520C7B788,USER15459,15.0,2021-12-19
803,C45BFC57-C3CD-4172-B35F-6D865A812EE2,USER31546,4.0,2021-11-05
818,A9044251-9B1B-4DF0-88ED-403920819C58,USER21816,6.0,2021-10-23
819,CFF37328-D895-41A6-943F-42A6C76C5965,USER18240,11.0,2021-11-23
865,54FAFFC3-7CB4-459C-80BC-7E000BFD26EF,USER31798,11.0,2021-12-26
870,757EE806-FA28-4A99-8EB9-9849BFA24A07,USER46057,3.0,2021-10-24
885,A41E94F0-46FF-4DF6-B198-9247B3058BC7,USER64032,10.0,2021-10-11
893,6DA1B09F-4F75-4DF9-BAD8-2E4A6930D2E6,USER38843,14.0,2021-12-23
905,48B619C8-91CD-41D1-B8C8-6A4B1CCA98DC,USER44565,8.0,2021-10-16
930,D8A47DD7-01A8-4B5A-8541-40D01F4AB0C4,USER18263,5.0,2021-12-13
940,A0CD14A7-BFCA-4157-9AC4-C3414EBBECDA,USER47957,7.0,2021-11-14
976,14C1A07B-76AF-4A65-8587-8BF0998AB2FF,USER59487,3.0,2021-10-11
1020,5A8F1602-44F5-4418-8773-70BE60FAF0F9,USER20048,10.0,2021-12-20
1024,0F67BAF0-CF5A-4B38-A921-1594A4759616,USER49416,7.0,2021-10-17
1031,9DE5BF5B-B074-4B9D-963C-824CCC65BE8D,USER51864,10.0,2021-11-06
1039,8AE2A192-A464-49A4-BC73-76F70530E0EA,USER50314,12.0,2021-11-05
1052,1219EDFD-2156-4F05-88CD-B929E1055AF2,USER63551,6.0,2021-10-18
1054,F406CB46-3A42-4D98-85D1-08D38DD2A49D,USER49287,12.0,2021-12-23
1057,F917554A-667E-478A-A2A4-ED797494017E,USER04429,3.0,2021-12-25
1058,0C485763-415D-49B1-A106-969D34624ADA,USER15986,5.0,2021-12-29
1074,47F631B7-C2CD-4438-BE4F-CBBC45268E98,USER11784,8.0,2021-10-07
1084,CC9AF934-4BF7-4ACD-8885-401786469ECF,USER60001,12.0,2021-12-25
1123,957A8B8C-3996-4780-84CF-EBC92485D3CC,USER06593,13.0,2021-11-16
1124,D31884B0-8D46-4E20-9F4F-9E3C3741813A,USER46247,6.0,2021-11-27
1142,1524DDF4-3054-47FD-9BAB-0D3E4F734000,USER06514,6.0,2021-12-18
1147,799E561C-A07D-4EAD-A63A-B3EC2FF6501C,USER18649,9.0,2021-12-17
1151,3373E55E-AD71-4390-9C22-48DAC14A58BE,USER20226,4.0,2021-12-20
1156,221BC929-C056-46A2-869F-6BF2EF3F9F67,USER12299,13.0,2021-11-01
1160,94AD67FE-845E-4D3D-9600-6632812E289D,USER47488,14.0,2021-11-19
1163,DC5E72D5-04D8-4557-A481-0D51F9946BBA,USER56281,11.0,2021-12-08
1171,F8E6B43D-5C0F-45AB-B5DF-3A21D33B5F1B,USER55586,14.0,2021-10-19
1196,6F79F7DF-4646-470F-B7AE-6926DA5D44C4,USER29967,9.0,2021-12-19
1202,1CA1AE77-2874-4A95-A3F7-8BE990B85AC4,USER62800,4.0,2021-10-21
1246,14A2D13C-D96A-4C75-BFCF-814E76780DA8,USER52495,7.0,2021-10-03
1280,161BB90E-F074-45DA-820D-3AD927CACA91,USER45820,3.0,2021-10-24
1282,BED151C9-A31C-4060-9047-B44B19A6D635,USER10886,9.0,2021-11-29
1329,00880F27-ED7C-4729-A587-61EC868C0F3B,USER50466,13.0,2021-10-08
1354,90BD1542-B09A-45B1-848D-EF8A7988F851,USER33302,11.0,2021-10-23
1361,3E2F896F-9CE3-4244-92C2-3E58D29CB465,USER53494,10.0,2021-11-11
1362,63272FBA-0A9D-414D-BA98-3AFB1BD81E8D,USER32738,12.0,2021-11-12
1372,55ACC8DB-764F-4E53-8001-1633F981E56C,USER01482,8.0,2021-11-06
1380,5F5422C7-26ED-4E34-9759-C14FD257C256,USER08946,11.0,2021-11-28
1385,CEA4F843-64C3-431B-9924-E244944A6D51,USER48115,5.0,2021-10-04
1438,A92E94A2-97DC-4605-83B2-D718B1F0214C,USER45136,9.0,2021-12-08
1442,E65825CB-E850-421C-B42C-39B6B082442F,USER31066,8.0,2021-10-20
1451,0CBB747B-E89B-4C03-A787-C05423377D90,USER08000,11.0,2021-11-11
1466,1C1F27AA-23D6-424B-B096-3E6C1F463DE0,USER14949,3.0,2021-10-21
1487,9EB1A948-0CD9-4147-B6B7-79473F4ED9ED,USER04486,7.0,2021-11-17
1547,E60D1479-4FDC-401C-8447-5923387C6EC7,USER11455,8.0,2021-11-23
1561,D7114BFB-C25B-4447-99F6-8466828600DF,USER58004,8.0,2021-11-09
1575,8811D7B9-062D-4EE6-96F8-AB40D18E24AD,USER40568,3.0,2021-10-05
1581,8C90BA43-658C-4DCA-A7F6-1189E07BF91A,USER44000,15.0,2021-11-06
1583,06D0C654-EB42-4C7A-A63A-C4DAED82A3B8,USER03364,8.0,2021-12-11
1608,CF5ADDDE-1F3A-48B5-A261-68B8490EC87F,USER08607,6.0,2021-10-08
1618,78BDF40A-5F1F-401C-B869-38AF923DD4C3,USER35736,13.0,2021-11-21
1644,7B3D2E20-0115-4643-BD80-7D2FFC42C199,USER47897,13.0,2021-12-28
1651,3522FE9B-902B-46B3-BF74-68F2BB496B95,USER11633,15.0,2021-12-18
1652,71E7313A-03FF-463C-B5FF-C56158EC7944,USER08400,13.0,2021-12-05
1653,949B274D-29B4-49F3-9594-EC54AADD07DE,USER11060,11.0,2021-10-13
1669,A9DAF1DE-7E2F-4126-B099-5A833AB14D41,USER51767,12.0,2021-11-06
1682,8B0D75C0-00F1-4317-A1C6-398873ACA0F5,USER08206,12.0,2021-11-22
1707,2DF2E3CC-F089-451A-ADF6-5E04CC46F6BB,USER35900,10.0,2021-11-11
1709,77413414-DF21-499E-A021-4E8EA4CEABE6,USER58910,8.0,2021-10-18
1717,34F0C50A-0DFA-45EB-8991-FDD44E603EDE,USER08212,10.0,2021-10-17
1722,6C3AB604-22CE-429D-8E6E-D569321C2A35,USER25373,10.0,2021-10-25
1739,997BF572-862F-4776-B77A-3152FCC8DD2B,USER06567,4.0,2021-10-17
1751,11B17878-5300-4386-816C-9FE7AC3B70D5,USER01179,5.0,2021-11-16
1757,1EC5C0B2-B37D-49B6-A848-4650A49BF906,USER44233,6.0,2021-11-03
1802,0FE4067B-D9F7-4ECE-AAAA-C70190B33C30,USER54730,14.0,2021-11-09
1856,81435902-1778-4E50-9AAE-E95141C94397,USER25875,5.0,2021-12-31
1866,51823160-3FF0-4C62-9760-40545904BC53,USER14417,10.0,2021-11-06
1904,F22C4BFF-345E-4FFC-A65F-6BF678402146,USER30380,8.0,2021-11-09
1973,71027EFB-9C06-4100-944F-9E364826A68F,USER03819,14.0,2021-10-23
1982,60410CFA-C2D7-44DD-A601-53C73E44F59C,USER52635,8.0,2021-12-19
2016,25A2BBC4-AD84-4730-8375-F0AC38F87754,USER02596,13.0,2021-11-05
2019,D4A7A7A6-E577-4D69-9E2C-EA102C124F23,USER09064,9.0,2021-11-28
2026,5780E835-E357-4137-BCF5-4DDEF0364EDA,USER19350,7.0,2021-11-04
2033,B630F9D7-831A-4FF8-BF1E-3552FC1B1459,USER56225,11.0,2021-10-02
2038,DD154850-F6EB-4585-AC52-F1588C9508BD,USER50529,4.0,2021-11-25
2046,3C522FB3-2A81-4A24-80CB-3438795B3E8A,USER37176,7.0,2021-11-14
2048,52B04BA5-5250-4C09-841D-EB8772D2848D,USER55642,4.0,2021-10-05
2059,4D7E4685-58C1-41A3-AEC9-718044DED02A,USER33392,4.0,2021-10-03
2068,F394D171-928B-4C92-AB6C-1FA8358B5A20,USER64871,10.0,2021-10-10
2071,61A906B0-8EEA-4721-A17F-E504E6F62A53,USER23154,14.0,2021-11-10
2082,6F0AE4C6-543E-4F4E-8E6C-CED47CFB4EFF,USER24127,11.0,2021-12-03
2093,D5D2218A-7764-4A45-B234-74E17BB0A4A4,USER21694,6.0,2021-12-11
2154,E8AD0ED6-44E9-4DA2-837A-9DFCF82E2806,USER45129,8.0,2021-10-24
2162,5C0FE485-E7D9-4F90-9D43-8F5EDFF288CB,USER51858,11.0,2021-11-15
2168,4E3BEDA6-E6C7-4F61-96DD-BCCCBF4B48A9,USER52874,10.0,2021-11-20
2188,97C9834A-37B4-40E2-A12D-07E490C04B64,USER27991,8.0,2021-10-20
2214,4798F2CA-EB63-458D-8D72-F3E07429F41A,USER54139,7.0,2021-11-04
2221,C94EE2DB-2F61-4600-AC0C-848CA87F7716,USER37731,12.0,2021-10-04
2244,3CBCB0CD-BDBF-454A-B256-DAE87D883A4D,USER25451,10.0,2021-12-20
2259,438DCD17-6A92-45AD-8EDB-5AE4DF5515B4,USER34920,7.0,2021-10-19
2262,FD75201D-2A64-4B39-99CC-BF289908718A,USER15007,10.0,2021-10-18
2269,ED9FE531-4191-456C-98E4-B5F7BBF29F06,USER30862,13.0,2021-11-03
2297,CA285546-DEBC-47D0-84BF-84BE913EBEAD,USER47310,13.0,2021-11-06
2305,D92E683B-B709-4660-8746-DFABB48221A2,USER29951,7.0,2021-11-06
2355,46957865-0158-4649-BCA4-87511D625F0A,USER02639,15.0,2021-10-27
2356,271903CC-C675-4E00-8379-F00E034850D0,USER15480,10.0,2021-12-30
2385,5FE18CF5-B39D-47CC-8A68-390409E97B9E,USER06514,9.0,2021-12-01
2388,FFDC881A-256D-44EB-B655-762814D07DC8,USER07776,14.0,2021-10-31
2398,5168B273-D157-49FA-BE8B-4F80F73AFB67,USER62262,3.0,2021-11-04
2430,B5FA17DE-2EE3-4BEF-99C0-033ECD249800,USER51853,11.0,2021-10-16
2447,338F296F-E934-415F-851C-291AE9C5353F,USER21270,13.0,2021-11-13
2452,089BB2D0-BAAF-497F-B8EB-3598DA269AED,USER57244,15.0,2021-12-03
2457,74BADE36-8C1A-445B-B34A-89DA36911743,USER03208,5.0,2021-11-09
2459,5E0EFEAF-E5A3-4DF8-8F6A-B317F3A0E4A2,USER13732,14.0,2021-12-16
2487,9772FF65-46CB-4D63-B366-CA8848C5C6E3,USER53289,5.0,2021-12-20
2489,F58D9472-4D2C-42F8-99C5-BC28A4F1AE98,USER52898,15.0,2021-10-06
2497,62F6992A-17E5-4EA2-B03C-AA5A2DA9CDC8,USER50949,6.0,2021-12-13
2510,7AAC0312-8B17-4588-81CF-BFEED0228DAF,USER54382,5.0,2021-12-29
2512,11A515FD-FBC1-4CC2-AD29-946F2149E00C,USER50280,4.0,2021-11-06
2561,4D894A6E-94FC-4626-B46D-6DD47782F4C5,USER09801,8.0,2021-12-10
2585,C6ADEA3D-998E-45D4-83DA-15AE3582A2D4,USER13829,7.0,2021-11-09
2601,8868D392-3DD4-488B-A686-C8C7D30034E8,USER02873,12.0,2021-10-19
2614,55A47DB2-FDE2-4651-BC21-0B4142EEE51B,USER06597,13.0,2021-12-16
2623,310C48E6-98C6-48FB-8826-8AC9708B397D,USER62507,5.0,2021-12-23
2646,1BEFD0DA-598E-4B88-BD9E-60E00F70D109,USER39876,6.0,2021-10-22
2661,C452985B-702B-4952-98C7-532AC4AEA148,USER32243,11.0,2021-10-15
2672,CE57A07B-E7E1-4654-B82B-45193F31279A,USER37407,13.0,2021-11-22
2695,A4864A48-1F8A-4802-A8DF-30688CA79C32,USER18220,3.0,2021-11-09
2710,3F03DE22-A1F3-4720-934C-C69569ED31F5,USER42332,14.0,2021-10-30
2729,A4506B4D-78AC-46C6-BB3D-78B5F7E11602,USER54329,12.0,2021-12-07
2775,1C0DA127-AF99-44C2-B892-08F7D133204B,USER43980,10.0,2021-10-13
2776,66BD5DCE-3438-4C07-8DAA-07C00FC166A2,USER58065,14.0,2021-11-19
2824,DB843592-C27C-492C-A7E2-84D2A2F8461B,USER29433,6.0,2021-12-11
2856,A38D27C8-DF6E-4621-A709-672C9DA10161,USER08029,11.0,2021-11-26
2868,A5E663ED-FFA1-4727-9903-2A0E8158D192,USER47360,11.0,2021-11-17
2872,1FBA6A3B-6EBD-4E9E-BF1A-47D6DDA0663B,USER01400,6.0,2021-11-04
2888,5C0C9EDD-4DD3-4984-A144-B4F3A6605B83,USER59003,10.0,2021-10-14
2893,3ED3F493-110C-4768-88D0-5976A15DD346,USER42007,4.0,2021-11-29
2897,D10B8ECB-7F44-4F17-93AC-7FEF746E18D8,USER39724,11.0,2021-11-07
2908,7B08ADFC-7E64-44A8-A19D-E4C9055CD675,USER40194,10.0,2021-12-03
2940,0AF52C85-5EA4-4700-862D-6B943037BDC0,USER46194,9.0,2021-10-09
2961,D1C08EBE-0C2D-4146-B4BF-DDAD8759B938,USER64435,13.0,2021-11-14
2972,42070AED-8A75-494C-A6FA-7743E773A0AF,USER51313,6.0,2021-12-29
3000,84D3E2D5-A66D-40FC-817D-E61339DEB27C,USER48199,14.0,2021-10-03
3024,77358EA1-1DEF-4C11-B514-70D6A746B8B5,USER22849,12.0,2021-11-09
3056,DC9620C4-F5B6-49FA-93F1-618133A21916,USER27872,10.0,2021-12-10
3067,01CE3BF5-2219-4A56-86A5-C988FE1545BC,USER19350,11.0,2021-10-14
3089,B5AD52F7-A85D-4C4B-B07A-946B11A7A439,USER19888,8.0,2021-12-22
3107,63BA8D3F-7B0C-4296-A4A9-9D49984953F2,USER47353,4.0,2021-12-09
3108,F0662270-2332-451C-804E-6D7A1BA9ECDC,USER10679,9.0,2021-10-29
3110,80FB1B85-D45F-4753-BD03-DA674A0F6FD7,USER16639,8.0,2021-10-24
3128,D5866134-2B58-43AB-A185-429C1394BBE3,USER02282,14.0,2021-12-27
3132,A76C83AD-BE4A-4005-8F18-CDE4E1B2571E,USER47540,3.0,2021-12-14
3140,8272ED07-8CDE-47DE-9501-84635139D723,USER49288,5.0,2021-10-14
3164,8D5B0D3A-D4B5-4AD6-B481-5529641D3EB3,USER29809,3.0,2021-11-12
3167,9FD89867-3686-40AA-9AFD-04F04C01059D,USER31884,11.0,2021-12-21
3193,DD037A23-3835-484D-AACE-164D9B481477,USER58656,9.0,2021-12-12
3195,0377D3AD-373E-4CD6-A28D-EBBF969D2854,USER29154,9.0,2021-11-06
3202,F65F72FE-4AA1-4198-B871-C54A0012BA5F,USER62318,11.0,2021-11-05
3206,C69E3496-639E-4746-8F79-F6B51CD73F3D,USER21565,7.0,2021-11-10
3231,C53DE4BB-AF8E-46B4-A992-D1DDA25E7008,USER18649,8.0,2021-11-20
3234,9193FBC4-D214-4B80-870E-35796204EE87,USER14654,10.0,2021-12-26
3249,C33A2519-44DA-4529-8C19-CDA17756482A,USER14398,12.0,2021-10-18
3260,47BE4611-B711-448A-91BA-866B0BE4A660,USER18096,9.0,2021-10-26
3268,2AD54413-B762-42E2-B624-EE67C38351C7,USER12373,15.0,2021-12-14
3285,F8DE63A5-481C-4B53-B4F9-753BE4194581,USER25149,6.0,2021-10-21
3319,DB94F825-1417-4F9D-8D40-BE2DFE498FE1,USER27319,8.0,2021-10-14
3334,458FC635-7F9C-4C61-B26C-DCFA1D500BE7,USER13594,10.0,2021-10-29
3337,B094E893-4064-4825-8418-C8176403D97C,USER31226,4.0,2021-10-04
3379,F86D86A1-F270-40D9-ADD5-62049C72C65F,USER15987,9.0,2021-11-12
3384,4464F13D-1216-4F4E-BA20-71C9ED7BBDAB,USER60672,6.0,2021-10-16
3385,0FD5DDC6-5F4E-4E7E-B5A8-59E8973F3B99,USER63961,12.0,2021-11-11
3396,A4FAF9F3-9512-46B6-92F1-DCA9A96C7A3C,USER00346,3.0,2021-11-05
3415,B5E5FA45-DA13-4108-BE89-7AC14801965D,USER07672,4.0,2021-11-23
3438,B03834D9-303D-4E99-B1AE-CF05E86892DF,USER16684,13.0,2021-11-11
3453,72C57A90-A61A-4E18-816C-CA63B4C7B048,USER22850,6.0,2021-12-10
3458,89331EB4-EC38-4674-8B56-866542DAAE78,USER28794,9.0,2021-12-10
3462,96D21495-084A-49FD-B0C7-67F22D3C2D0B,USER41380,4.0,2021-10-21
3495,69C2F534-0821-4D2B-9E20-3F7505C4E62F,USER63629,12.0,2021-12-07
3502,38381E2E-6EE3-450B-823E-8190B2BC96A3,USER47285,5.0,2021-12-13
3510,8DCE7137-C8B1-456E-8F50-F292F0FBE666,USER30862,10.0,2021-12-08
3516,D13C9D23-F98F-4389-96AF-DC145A7974C1,USER06505,9.0,2021-11-26
3533,FBCD5E70-C000-4136-BF28-D2780E4158A6,USER11956,7.0,2021-10-05
3535,84B05BD4-9E17-4577-A17A-946B9930ED54,USER17861,7.0,2021-10-11
3542,4B24927C-8510-47D3-92DB-C90D039E1622,USER38454,5.0,2021-10-19
3579,265B373A-515D-4A2E-A638-8C1E53552BA2,USER12039,6.0,2021-12-28
3585,38BFF205-47F6-4C51-BDD4-E75839FFFAD6,USER13056,7.0,2021-11-07
3597,FF411C80-948F-49CC-9986-CE54B4B90E92,USER58207,11.0,2021-11-10
3648,AD2FC022-790C-4047-9009-9066515861A3,USER48672,14.0,2021-11-28
3674,E9604740-520A-4C6F-B57A-D95E27BD1622,USER42854,6.0,2021-12-13
3690,1584737C-CD7D-46DF-B48F-A7EB631D8475,USER09590,4.0,2021-11-07
3712,3E3CA8DC-4B9C-4202-A11A-910B06B927F7,USER08654,4.0,2021-11-16
3726,203537D4-4DD5-4E48-B329-87557C828EA4,USER65305,8.0,2021-12-01
3753,2F2E6FA9-6CF2-42A2-A052-992B5754B7DC,USER24071,12.0,2021-12-31
3756,CB459D01-FDE3-4E9C-A6EE-52F73990016E,USER07632,6.0,2021-12-26
3770,E8DD9955-273E-404E-997F-284378407984,USER44905,9.0,2021-12-18
3785,1A4E5956-5954-40B5-921D-961789AACB11,USER28093,10.0,2021-12-25
3800,A8E19F11-1688-4918-B48E-EF23E119BC3B,USER23598,12.0,2021-11-02
3827,07E8DC18-34EC-464E-8E72-0CD8A7260539,USER54028,4.0,2021-11-09
3830,EC4E41BC-9205-4B03-BD61-8B2A383943B3,USER31091,9.0,2021-12-12
3850,49192F2A-5F77-4F3B-A7D3-C3625C0CB45C,USER25149,9.0,2021-12-13
3853,3D752291-4EDF-4D12-9E77-C6E687F30436,USER18552,10.0,2021-10-21
3878,C1E2ED14-8B67-4686-87ED-579FD82E8831,USER04087,14.0,2021-10-06
3898,8987828F-151D-4FCE-9C55-6C1B8CF5B43A,USER04759,4.0,2021-12-02
3910,46CECFE3-A6A8-44CB-9CCB-99F1A2F3CF27,USER07177,14.0,2021-11-23
3978,70E32758-FE56-456E-8736-E30C97B5A74C,USER53071,11.0,2021-10-22
3990,5271CB38-0A83-465F-9EA2-81CDB6712165,USER01076,3.0,2021-12-01
4024,1852013D-8811-4438-9469-C7284DC63773,USER05673,9.0,2021-12-29
4037,DBE6714B-DCBA-4213-8D9D-014C05B4F2B1,USER12238,12.0,2021-12-09
4048,C22F8930-CE6A-42A7-9F81-F48E7F81DDB3,USER26869,9.0,2021-12-09
4051,2124DCEE-5E2C-4EC1-B26E-CBA9B6612D58,USER24439,3.0,2021-10-30
4093,218FA45F-BB0C-4C99-9F2B-4E0FD39BFC37,USER58004,12.0,2021-12-02
4104,CA2E5126-812C-4EC9-A47C-5F14862275EB,USER19831,13.0,2021-12-30
4113,3855AFF1-7DBC-4828-B62C-AF182F34104D,USER55264,6.0,2021-12-08
4122,2C8611E5-5B83-4127-889A-536C97AB130D,USER00703,11.0,2021-11-09
4153,6FD724A9-60AB-4445-A2ED-FBC9094C3B35,USER39693,11.0,2021-11-09
4163,7380772B-CFA0-4F0D-AC2C-B8DF23820F63,USER53917,15.0,2021-12-18
4178,F84280CD-98C7-4078-9554-F335C07E4337,USER11882,7.0,2021-11-10
4181,4D7C9E4B-AE7F-4321-B6C7-76965305B1CD,USER03366,13.0,2021-11-25
4194,B26C057B-2A15-43D3-9EA4-B225778491D2,USER19684,12.0,2021-12-24
4217,2E6C4FDB-38A1-4B28-98A5-310567C21DB0,USER57288,15.0,2021-10-10
4223,DF88CC71-2A52-478A-B585-D5315C453D06,USER25446,15.0,2021-11-30
4237,76EF4C11-1B66-44FC-A33A-624F9C4CC70A,USER38901,7.0,2021-10-07
4250,023E0830-9D64-431C-8F04-18A1EC35A745,USER41137,14.0,2021-12-22
4284,91C93280-1542-47D7-A740-478FF651DECD,USER51634,8.0,2021-10-20
4329,74F7ED04-13C6-4175-A804-3B993EEF1A2C,USER59294,13.0,2021-10-20
4334,65ED8CB4-5525-4FF6-8140-EC7B14B5873B,USER08977,4.0,2021-12-10
4364,835387D4-9F37-4BF7-BC17-378A8103A85C,USER18577,8.0,2021-10-28
4372,7805DA69-CEF4-4F28-BB3D-9C224D087704,USER20022,13.0,2021-10-27
4373,F95EA31B-D85D-4684-8A5F-6687B0CDFA53,USER16432,12.0,2021-12-10
4406,4935610A-BE4B-4B23-BA4B-780A27D66591,USER25795,13.0,2021-12-05
4407,69BFDA68-6AC4-4F52-92A4-3C05315D1D58,USER10475,5.0,2021-10-11
4428,F07272AB-07A8-4C06-A35F-DE5BE246AC5A,USER50680,3.0,2021-11-16
4437,7A523772-CE7A-4571-9A02-DE76E8B892E3,USER34932,10.0,2021-12-18
4450,4874672F-3E1F-4F15-9481-39C91BB905B9,USER64541,4.0,2021-11-11
4466,18FED7FB-9556-4569-A835-9DF4E2722052,USER42305,6.0,2021-12-23
4507,AD7E0BC7-C997-4B43-AE87-DB9E254DF84F,USER37199,4.0,2021-11-13
4512,B8040C9C-84B9-4A84-BD04-81FCBD1E51D8,USER50448,4.0,2021-10-07
4533,1C79AEDD-33E1-4E4F-AD0C-86B6236E7099,USER48731,8.0,2021-11-16
4548,361C03DC-433C-4729-A60F-30B834256936,USER50483,3.0,2021-12-05
4565,A901E09B-2B1A-4CEB-98BD-727DD2B4CDC9,USER18492,8.0,2021-10-14
4573,FA1B905B-0C10-4B63-BFC8-F588B88538AD,USER02886,12.0,2021-11-27
4575,46B232E6-C5AC-4FA1-B49C-C6A351A29679,USER27644,3.0,2021-12-05
4583,CDE1E8F7-C0A1-40F1-BC31-1AE4E6CAB24F,USER01188,10.0,2021-12-27
4593,5F1222FA-7D12-4D80-AF4D-E631DCA03550,USER04328,6.0,2021-12-29
4625,39288880-69CA-4A50-AB92-48EF383FE2C2,USER31933,15.0,2021-12-17
4628,5CCDBD53-6B2C-49DF-9F43-213039458AE2,USER62305,14.0,2021-12-27
4629,D2EDAE63-E933-45EC-A944-9E6B630DBB05,USER21739,5.0,2021-11-19
4641,0ED24424-19E4-43B7-9C5D-CBF6C66096F9,USER21035,4.0,2021-10-28
4659,71167806-E8E8-4C26-9175-1E9153D2919F,USER25039,15.0,2021-10-25
4676,6BEB60C0-6F89-403D-A12D-D81D0DD3B836,USER23878,4.0,2021-11-24
4690,A47B824F-C09E-4774-9ED4-F9FE37BE8045,USER59564,6.0,2021-11-19
4704,57A1F352-4C0D-437A-AA53-CBFAA4FA7340,USER34590,5.0,2021-12-06
4711,B9AD6F93-A534-417B-8CCB-CC66C3096EE3,USER20293,11.0,2021-10-11
4716,42A687B4-7FE7-4894-8A1E-E9BABAD16B21,USER09011,6.0,2021-12-23
