Unnamed: 0,order_id,user_id,estimated_arrival_in_days,transaction_date
233,c66cfea0-f746-4fe6-bd2e-55bf1d45a8ff,U11968,7,2023-07-30
234,b9a948e1-26fb-43dc-95d0-9811fbcf3671,U04719,13,2023-09-17
238,9f13b026-0ce0-4252-9206-6fdce3cc2a67,U46598,12,2023-10-02
239,e54e2e5e-7675-4b03-829b-c228a9dc7a7a,U05538,12,2023-08-12
248,48f3e715-64e3-4633-84e6-7e0e78f32fff,U64628,14,2023-10-24
251,2bed7719-82f9-4bed-8984-e8dd4397e018,U42740,11,2023-07-08
257,68bdc845-a56a-4d33-9f08-d7b9c719b4b5,U35842,13,2023-06-01
276,e8e2cd87-d631-48bc-8a5b-cc22f3e2377e,U24838,12,2023-09-12
296,2f6d8042-181b-4894-bc5e-058dca94cce3,U61147,13,2023-11-22
298,eddcf397-7c7f-440f-bdf7-eb12c1cd41e7,U07672,13,2023-06-12
316,0a1d58f0-8797-4ada-8e9e-0a20cf536ce0,U56935,14,2023-10-04
323,a1c25e9a-004a-4468-87a2-1f539dbd232d,U06762,7,2023-06-17
327,335bfcaa-be98-405a-9809-ca856b6a3574,U26811,12,2023-11-26
332,e3a8cc19-76a3-4182-8c9e-3a7adadd7895,U59548,5,2023-10-10
344,2d16a9df-4c5b-4e27-aa25-4e345531f803,U52963,9,2023-10-29
358,87b601f0-2349-4c52-a94f-d20aac0cfe58,U26518,11,2023-07-12
359,d1123d77-f42c-494b-b9e2-a659f29cdefa,U35101,12,2023-06-02
385,85bd8262-49ea-457f-9173-d45e34911ab7,U39169,11,2023-10-05
386,177e1944-e090-496a-b4d7-99f598428a2f,U00393,12,2023-08-29
411,5b00523b-39b7-415a-bca0-899c438a6bb5,U61754,13,2023-07-13
415,28b7a5eb-c271-43b3-8dff-0b579a2550ba,U57067,8,2023-10-21
428,9a5fc04d-ca7a-4801-bdbf-294d89103283,U27040,11,2023-08-26
440,6f079cdf-9950-47a0-8895-dc5e9cc8621c,U34440,7,2023-10-19
446,39df7eee-70be-48ac-8616-bb4f8a12dc0f,U42863,10,2023-07-03
447,35e42d0a-9712-4299-8e5f-ef8768459db9,U62034,6,2023-07-16
449,aa5a75ff-7def-4343-a4da-a020529207d5,U35081,4,2023-09-08
451,1af1890d-0255-4c26-8a8f-1a02f6676f08,U37229,7,2023-08-04
456,d14f5b8a-309d-4313-8da8-a144a5aeb18b,U36312,3,2023-06-25
458,e9677adf-376f-4892-82c4-5c4eb5e6255a,U25175,15,2023-11-07
476,ab2cd38d-9494-4973-9ad7-34c5a4588a14,U48066,8,2023-07-15
483,8601bf0f-d1f2-48a4-8897-c1a916090489,U50051,3,2023-07-05
491,4de74dc8-3c55-426b-b2c7-0309003c31c5,U42591,13,2023-09-04
500,b903be25-9131-491a-816a-e5fd1c6827f7,U14039,6,2023-10-30
511,327bc30c-0564-4626-b923-147335c1d47c,U48253,13,2023-11-19
524,8d7e268e-6cd6-4ad6-ae35-d27e09f33717,U26158,5,2023-06-15
527,e594ad4f-18e7-4965-a51f-9d462d4c7b02,U64953,15,2023-10-01
529,c802e860-43cf-4f32-8fbc-8faf583f370c,U30549,3,2023-10-02
535,e6d949de-f4e9-47f5-bbb0-c9cc932efd1a,U01995,12,2023-07-19
536,bf649965-1174-41d8-b082-defbb1a4ebe1,U18395,12,2023-07-11
540,45270da8-eea8-4c5a-9655-5b63a401a415,U61187,14,2023-07-01
542,27f60b09-8717-4cec-a01a-f1b072cc76d1,U55974,8,2023-10-07
544,65cea819-6550-42ea-9990-0ae0926fade9,U53421,3,2023-09-27
553,d5eac7ed-f22a-4ebc-af3b-f76c58780c69,U35888,9,2023-08-20
554,a142ee4c-572a-465c-abdb-b4de3f75059e,U21291,13,2023-07-02
555,dce656ac-6e27-46b8-811a-005f27bfa754,U21066,6,2023-08-22
556,196f2d08-c6bf-4845-a821-dad1644fa8bd,U03445,5,2023-08-29
558,132ef779-3fab-41c9-b921-767edb931d8e,U14876,10,2023-11-28
563,37f8b6f8-8e9d-44b5-8cee-b0f76564b9c1,U09851,7,2023-11-25
565,1a73286d-f2f2-48b5-84da-aec8f9b216d5,U22728,15,2023-09-05
569,c8c8e3e0-14ca-4105-880f-2db9477126f1,U27058,9,2023-07-29
572,6d30fb47-41a9-4fb0-822a-61834dc58d9d,U29503,9,2023-08-16
573,5026577f-53e4-4638-980f-6383ae8ffcb2,U42561,5,2023-07-22
608,2c73885b-8ffa-49e7-ae0f-8dc9e437e1aa,U03324,12,2023-07-31
618,2878d2d1-e637-44d4-bd2e-6291475b1bc1,U40652,8,2023-07-05
642,2140fd1b-f0ae-4d2d-bc7c-8fac6a27c443,U60287,9,2023-10-31
643,a310d50f-e3f4-462c-8ac0-c5e8a5f80617,U28917,3,2023-07-09
653,c83e41b6-005e-49d4-b08e-f194c4b8e60a,U62752,14,2023-07-26
660,8633a30a-06c3-4219-a786-74e40b448b6a,U18615,5,2023-08-14
661,b1d0424e-8381-44f6-a12d-bb0ed80f4536,U27491,7,2023-09-24
664,a925cee7-39a5-4ca5-99a7-30ca40beb905,U49666,12,2023-07-03
665,7acf69bc-5f35-4a9c-8ea1-c33af58a82c0,U36494,10,2023-11-12
685,48817a79-a865-4a74-bcf4-dfdd6fa5073e,U51028,15,2023-11-27
688,36eeeb5d-fbdf-4fed-8198-c2fea907ae9d,U31416,4,2023-11-26
706,86126503-b82a-49a9-bc45-8d50ee451164,U31498,14,2023-08-19
708,93aaebcc-6ebb-45a5-938b-4f134f3b623e,U57617,3,2023-08-25
716,4ef3cceb-73fe-4a52-96e8-ad02767a0907,U38033,4,2023-06-15
721,bce4cde8-e67b-43bd-820d-d533ba826d61,U01388,7,2023-06-03
742,dbf815ad-5e6f-4c41-a2ee-647b349a958b,U04719,3,2023-07-10
743,8fbe64a2-4893-472e-aaa7-4d19e0269293,U28752,7,2023-09-30
747,407778cf-5337-4349-a350-533e4b9d9700,U58726,3,2023-06-13
749,b72ba59a-e722-4d85-b380-431470e13c41,U11638,13,2023-08-17
752,aa3752fb-cf0b-4ff1-a23d-f7fd68258b3d,U13138,9,2023-07-22
760,9aec7a7b-99ba-403a-ad95-ecadc0eb47e7,U34920,4,2023-08-20
765,3d8bbe38-b367-4ed1-8975-bf3276084e57,U57487,4,2023-08-12
766,ac608c82-47fc-4d82-a8a2-d916a5d9022c,U04858,6,2023-11-29
776,9f91a9ec-748f-4550-a192-415c7895a5bc,U00275,13,2023-08-10
805,863adbff-1e25-4c34-9647-15507cfce355,U34440,14,2023-06-08
810,c6f3ea76-de8b-4cfa-9133-8bd6a637679d,U30351,11,2023-09-05
813,b680b4d9-538f-4766-bff2-b616b056dfbd,U54154,9,2023-07-16
814,f4c91e24-0b0e-4955-a930-da0e5097aba4,U14794,13,2023-11-21
815,28e1fdcb-e3a1-48af-9ed0-e33e5dbd530d,U25273,5,2023-08-16
816,6f22dac7-f64b-42bc-b9f9-8c378052da62,U00703,8,2023-11-18
820,165c69f1-ccaf-4559-a369-65892c3ccbc6,U26518,14,2023-08-18
822,29c01906-03e3-40ef-b11a-6edd16a23ad9,U57234,4,2023-09-04
830,390e1a2e-31df-4f67-8ba6-8e92b9ed999b,U22948,12,2023-10-01
835,d96acfd3-01be-4e74-a472-94519faa12a4,U64727,12,2023-08-26
836,0ac2808a-020c-4b8b-87f9-ef418f709084,U00914,5,2023-09-26
850,eec3b1c9-1b21-4f5c-8280-05c70b5f5f72,U45509,14,2023-09-09
855,82fe8e07-c735-4424-8f55-bd5b8226f632,U43108,13,2023-10-16
867,d7b2983a-5227-4073-8871-037a1374fb0c,U06147,4,2023-11-03
868,6e04cd1a-4f8e-4374-bf25-d13ea71d0453,U08654,8,2023-10-26
869,703967ec-bda2-4a46-964a-a80b85b78318,U38981,10,2023-10-26
878,d4744433-6eae-4d71-8ada-e43a3ccdd962,U51064,15,2023-07-13
891,8ece5711-786e-4e44-9349-bf5d68d4f33a,U39960,7,2023-09-17
894,9b7ccc33-c8ff-4efc-aa1b-0ca3d46b4b54,U08076,14,2023-10-19
895,a4a2d061-1cb2-40ab-852a-17c6b0649ee3,U37496,7,2023-06-12
919,a07030e2-cd27-469e-a076-00f772af9e50,U39693,5,2023-06-04
922,9d19c2e8-8b6b-47f3-a6cd-c72394aadd43,U44549,8,2023-11-23
924,354a302e-742c-475d-b7f3-47c15ffc790b,U17290,13,2023-10-24
927,0ab434a4-c5dc-4dca-9890-f96f54419e78,U15281,8,2023-07-08
929,dbe87005-408f-4dba-8c94-9cac73b69fde,U29666,3,2023-07-22
931,41767bcc-8795-4434-8644-6a5f75747d9b,U10646,8,2023-09-25
939,058d237c-7578-4019-b511-c22165f1efcf,U53758,15,2023-08-14
945,78044ea9-764b-4582-926a-427244f1e2ac,U13711,4,2023-09-30
947,1defd029-dc2b-4983-b6ab-c7222b954d3a,U39395,5,2023-07-13
957,147e74f4-ef2e-40c3-82e4-d7c88bd00489,U54865,8,2023-06-20
966,0be6ee5d-0629-4aab-964c-a0752745605c,U29165,3,2023-07-30
972,03fdcbaa-a801-4e9f-8cb0-40489831067f,U17978,3,2023-07-04
974,c5eac1a7-faa3-40e5-bcbf-39e2587f2fb1,U44340,14,2023-10-14
987,2e0687e8-a7b5-4fdb-a537-5d5b4d99d681,U23519,11,2023-08-12
994,c1e32ea5-b31a-49fc-a83a-0e5be848f1d3,U28343,3,2023-09-10
995,21507a7d-574e-44b7-a56b-4058ef957d39,U00557,7,2023-09-17
1000,f8a3623f-0e41-4cc2-86d0-3ffaa7a4cde5,U39677,6,2023-10-22
1009,e2ec124c-6785-4dde-9d38-b768c9f83b0c,U65303,13,2023-06-23
1013,21129bbc-6e1d-4433-bdbc-c6b3271d8b06,U65145,10,2023-06-17
1019,632f65b8-076d-4366-832b-6520d411219a,U54067,5,2023-09-12
1027,8c4fbd87-892d-49e9-ad77-2fa853fd4c1c,U42913,14,2023-09-30
1035,d57216cd-bf0c-4d65-a4d2-2ae971962886,U24807,9,2023-11-25
1056,e77cc64e-5f43-4bfd-98f4-52afed01698f,U56101,13,2023-10-27
1073,30043499-673b-4665-9740-f2df3afca772,U48911,14,2023-07-12
1090,b4ced4f7-b859-4b7d-aa1f-fa328dc071dd,U24235,8,2023-09-16
1097,998a75e2-b049-4345-9dcc-8c21a8b53c75,U52223,11,2023-11-17
1104,65872179-0051-48cb-9390-8484ee4a5f56,U21270,15,2023-08-30
1107,1aed4808-0014-4e15-bd6c-d63338db1689,U07325,12,2023-11-19
1114,4de6ac7e-bb1d-4643-a86d-3f94f368dec0,U40009,14,2023-07-01
1118,a7096de4-f200-4d13-bbb9-ef5ce279643c,U19607,11,2023-08-26
1121,99b6bf6f-c898-434d-a94e-f6c35eb5e532,U50949,4,2023-09-06
1131,9fd577a6-c574-4868-a133-8aa0c5eb9690,U45406,4,2023-10-22
1133,308f242b-979e-4ae2-93af-2fafcb8ea3e8,U60755,11,2023-10-11
1150,83ebe5a4-848d-4464-9664-794465529c44,U28872,15,2023-06-19
1161,0c405e6f-9233-41bc-8c73-209491b1cc1e,U24410,15,2023-11-21
1162,883c5dd9-414f-4d02-8170-dd1178984442,U63173,6,2023-07-11
1164,5af23ac7-42f0-428f-bb63-d9ae1fc4e4e2,U45248,9,2023-06-11
1169,54dc3802-64c6-44a1-88ca-f759af85e699,U32478,8,2023-10-31
1189,2d06b1cf-4fbe-4837-946c-65f1466fbe8d,U37063,7,2023-09-26
1193,0b4a7034-6cfc-43e5-ae87-9f9e7a8e051b,U57621,15,2023-11-29
1200,f056b6af-9edd-4402-8b6c-a444b23317f6,U63663,14,2023-10-10
1213,3a94aac1-04eb-46b4-8b34-eab0cb140016,U05626,3,2023-11-11
1219,651314c2-7d42-4d78-9d37-ee8bc35bfb0b,U03003,15,2023-10-28
1223,8cc0b6fd-36bd-496a-9030-5f0e8f28f095,U36252,12,2023-09-20
1257,8994874d-dee4-4cbf-ba91-19dccaaa9648,U12112,8,2023-08-06
1268,49e6da46-b861-4aad-a681-3144fcbc7653,U05660,4,2023-11-04
1284,f83bdb61-6a81-49a8-9209-b2a3ff78d2b4,U42494,4,2023-09-26
1287,259b754e-7666-4d61-8e71-5a22c7f66045,U38614,12,2023-08-05
1299,3f66e1bf-9b35-4fff-9769-746d11a5cfe6,U38188,4,2023-07-19
1300,d4b479f5-dc16-4c77-87ab-11a16965c621,U04779,8,2023-08-12
1301,77899d52-b8f5-4628-b824-6d2592dfc44d,U42866,12,2023-07-19
1304,372ea165-98f9-4682-960c-f0332e2af474,U61926,15,2023-07-07
1306,2d8cfff4-324f-4bc9-ab24-f0c06564bfd5,U42464,7,2023-06-17
1307,58f9215c-193c-40c2-937c-3e9b7f841fbd,U18191,3,2023-06-24
1309,0e55d0e1-2503-4697-a289-adda90e7df0a,U57860,3,2023-11-06
1315,c0960861-c81a-4d7c-acc0-d6e09208a5c0,U00648,11,2023-11-06
1322,f524dde3-6748-46a1-bf43-84ca6f95befb,U43987,9,2023-11-16
1325,b0fc2a12-e27b-4952-b6d5-dc786044e958,U45706,9,2023-08-08
1343,de6ece12-0dc3-49f5-bc33-3a5b7810dfc8,U54236,7,2023-10-02
1344,f54e9e7f-99e6-400d-b32c-ca2b84b78e2a,U00195,10,2023-06-29
1345,c34172ba-de6b-4ad5-bfea-1cf635d67419,U24235,3,2023-06-30
1351,4486f2c1-bf37-4100-bc75-4fdc0059c8f9,U07797,3,2023-06-12
1363,fe752187-edb8-42dc-8d57-5859f71ae974,U13189,8,2023-07-08
1367,85665a70-1b1f-4c45-bec6-888ccb61df45,U26403,13,2023-11-15
1383,caa2e184-3ce6-4941-b9e1-f8119f191d9f,U05619,9,2023-10-24
1390,56218bd2-5bc9-4a07-b6d1-84942aaf47b6,U11064,8,2023-09-15
1396,8a148ca0-6470-480b-8358-b2ec9927ce91,U50967,13,2023-07-07
1410,8c2bb210-713d-4c89-a1f3-d9f6915d3cfd,U07700,4,2023-08-28
1428,e54e8987-d16e-4852-97ac-4098d85a6fd8,U16325,7,2023-07-12
1433,6607c514-6b30-40be-b3f0-17118b2d4f05,U56991,11,2023-11-08
1459,925aeaba-8f9a-4585-86c6-d947a203686f,U33116,4,2023-08-24
1465,c2adb5ac-386f-4967-8d3d-77db90037635,U14623,13,2023-11-19
1473,075de1a5-daad-4ac0-82c1-c80a00295f64,U34018,8,2023-08-22
1477,82ed12fe-f16d-4bd5-9ed2-aad7d0496f13,U57719,7,2023-09-05
1489,3dbc82f9-ea36-4105-b671-a5f8e5ac1b8b,U02428,6,2023-07-17
1510,d31610fa-bc6d-4dd9-aaf9-3e1827bf71c1,U55026,11,2023-06-04
1512,7c6ec010-697c-42fc-9b4f-7d3c9ec9f103,U14859,14,2023-11-25
1516,af4236a6-999e-42de-8f10-b1b85972a212,U29073,15,2023-08-06
1517,9d1cb11c-c2d4-4476-b1ad-f8e8fb0ce3b2,U03081,15,2023-08-03
1530,0f4c8a82-9d16-4526-b64c-5639a07e9d55,U12413,5,2023-08-19
1559,3dcec74f-81d8-4df0-8634-4205beed0819,U55414,4,2023-09-03
1582,32e15373-88d9-4b09-b943-cef9a1f688a6,U54865,13,2023-06-06
1593,2319c770-9d27-4952-987e-3df6931a300a,U30415,10,2023-07-12
1610,1b13039a-a8f8-411d-bdc0-99173cefe573,U10054,9,2023-08-07
1621,d591b2a6-10ef-44d3-8d82-371b6a6c0124,U53784,3,2023-10-19
1625,2be8dfdc-4e1c-48c2-bfce-098e9dc5c026,U53464,15,2023-11-24
1627,23659e79-3dba-4dc0-8259-5d1d1070d47c,U52893,5,2023-09-27
1639,040ca0cd-dba8-4bdd-be84-cc75e4f70e40,U08064,5,2023-07-09
1641,d69c94a0-198b-4070-b3b2-ad60b17f79cc,U51769,11,2023-07-16
1642,c48646fb-580d-4261-bd4c-d1a86d254ffe,U24310,12,2023-07-23
1657,d2febd16-211e-430f-82c7-e847f0241552,U27527,3,2023-06-04
1662,74b76891-e390-44b8-9ddb-3d147aa90fd4,U34033,10,2023-06-10
1667,7cd94e21-e5fa-4eb0-b546-27a672880817,U05937,12,2023-06-12
1670,8627dfef-c509-41b6-a321-b23cb0cb11ba,U28207,14,2023-10-21
1671,164d2f8a-330c-45ce-b241-72792e0ed6de,U62090,14,2023-10-07
1685,a32066d8-4884-46da-bc7b-e50d1fd31a17,U65032,12,2023-10-03
1695,eddc2f75-6480-48f5-983f-aae339f89621,U19454,5,2023-08-13
1699,0689f99c-1388-4aef-82df-f4f2f7f67503,U26031,5,2023-07-24
1716,47a1fb89-a203-4e6b-8161-9b5c1d9e19fb,U48140,9,2023-07-07
1723,bf970bc0-ccba-4f5a-906d-f5685522b67b,U51148,4,2023-06-28
1724,641e4ddf-17c7-42bf-87b2-43d1237a7b06,U26076,13,2023-09-29
1727,b09b680c-9ee2-4cc8-bf02-067054e307e7,U02789,12,2023-06-25
1729,b0857511-2fb7-43c4-b9ab-2ad958f4fe7e,U09322,14,2023-07-01
1734,b20fc5e9-7896-4939-9c65-9e5fa760fb6d,U63621,4,2023-10-03
1740,a70157a4-f01a-4bfa-867b-49c5ae628030,U62806,11,2023-07-29
1742,665abdc1-2bf2-45f0-8618-3d7b6fbece65,U37292,5,2023-08-17
1744,2488c9a5-5056-4c1c-b550-e0770ea48a1e,U45836,7,2023-11-07
1764,641df9d5-95ce-404e-996f-59bef51f1b3f,U57234,5,2023-11-09
1779,515a59f5-3a68-4319-81dd-e1431616e15c,U63069,7,2023-07-27
1786,58d3b637-5364-4031-8867-15ce4a099f01,U14804,6,2023-11-24
1799,11a78783-58cb-470b-baa1-784b13d0e5fd,U65111,5,2023-06-09
1800,bd1b101d-341b-4210-bfc9-7f43ae0d5399,U54210,7,2023-06-06
1821,fb12f93e-1dbc-4d5b-8d8c-9e2e6b5b5050,U11090,13,2023-07-13
1823,675441f1-fe87-4c04-a88f-de60cadc2ae4,U25609,8,2023-08-06
1824,99d4ab4a-422e-471e-8cfa-15acf884dbbc,U46877,6,2023-10-15
1860,d1bf7af6-bf54-409a-9fa1-4d83641fca53,U01226,15,2023-06-15
1867,1b05892e-8e99-4b56-805a-a45b0607f73b,U62952,13,2023-09-16
1873,c3f35cc9-c060-4fde-8548-eb66d4cdb636,U24987,5,2023-06-07
1883,46f7d66e-c266-4da5-8171-938ad9df6d29,U02653,3,2023-06-03
1884,8b91272e-cfad-4cb1-8c83-658b8c992c0e,U60989,8,2023-09-22
1885,72ffc4b2-6444-4300-95db-39a7cbc3fe6b,U62920,9,2023-07-25
1887,6a970a89-02d9-4d16-9424-66a8b4a56fdc,U36498,4,2023-06-20
1896,29c0c0a8-43af-47de-a19f-49978b0f8123,U48544,8,2023-08-01
1898,0d85f924-906d-43f1-83f6-ce136e663ecc,U49333,8,2023-10-27
1903,ffd10a34-00d9-4efc-a3a7-8973e4d1df77,U47366,13,2023-09-01
1909,bf0aa246-bc0f-4207-a558-9bbb44c66195,U61187,14,2023-08-16
1910,ff12ba5b-11a5-444f-a264-bcc41da1cf49,U34805,11,2023-10-02
1916,c195d578-ca50-4820-8a55-7ef54ebc6e06,U30855,11,2023-11-02
1928,0de5936d-9c33-47c3-9b3c-33d64ae7d6c6,U55915,4,2023-11-08
1930,b733b20c-fe34-485b-a894-723f9e5b4903,U23315,13,2023-11-01
1938,08b3342f-bb93-46c4-ba8d-9974258db0a6,U29328,5,2023-07-29
1942,8d023179-b7a8-4081-b4ad-eb518d41c08a,U61753,6,2023-09-23
1944,6e2a4e86-b53e-4e85-9ebb-bcfbb57bd242,U57717,4,2023-06-16
1946,1a0805e7-8abc-4619-beee-961418b30ec3,U28402,11,2023-11-27
1948,6affb4c1-d039-4947-bd24-6a27aa90fb18,U04761,13,2023-07-09
1961,175a65ee-e2fd-47d7-8571-3f7f12c47fb0,U32472,5,2023-11-11
1966,c4de7349-526c-4deb-9be7-0913776881aa,U23447,8,2023-10-23
1968,3f24081a-461b-4946-89b8-60e06e97dcf3,U17326,6,2023-07-02
1970,cdfb2d39-25b0-45a7-b078-dbad81fc7692,U41762,11,2023-06-03
1974,b0cdd81a-93f4-4cab-933c-3420049ef942,U06665,3,2023-07-20
1975,f8a25993-6308-4e2d-aa8f-eebbd90e4ca5,U10087,12,2023-09-30
1980,3ed35f29-6644-4c15-98f1-d6a58c1f608b,U35385,5,2023-11-05
1981,6a74bfb2-2001-414e-b038-b0cd9e3e9318,U03087,13,2023-08-20
1990,2801262c-2b13-46c8-86d2-701d33845f0b,U06665,6,2023-09-05
1991,1659e391-80de-4383-8c5a-b73e17c7b37f,U51036,7,2023-07-01
1996,dbab232f-e896-40e3-9d06-499ad00bfbe7,U13119,12,2023-08-28
2001,4312a66a-f8b1-42db-9eb1-abf2298676c7,U20115,5,2023-06-16
2004,2a615c38-4604-4334-a05e-2d5ab709302c,U41853,15,2023-07-06
2024,c42b45c3-7af6-4e2b-bfa5-fd8612ee1c90,U63961,10,2023-09-19
2025,b14aecfa-f03c-47b4-bbd7-ffc9039163e5,U14595,6,2023-06-06
2027,cbb6492e-0bdc-4306-8a69-689a2431ff1d,U65120,14,2023-11-19
2030,b2d53377-5fc5-493e-8f5f-e136ef0ff712,U02444,13,2023-08-01
2040,7eb4118c-ef0e-4fa3-bcbb-ac30ae0878fa,U15281,13,2023-07-21
2067,3977de74-f48c-48af-96c4-a5d7b4423f6c,U52955,8,2023-08-09
2070,0dee2792-bae6-482e-b480-7d33d87c6f2f,U08532,3,2023-06-16
2090,97e7a797-a86f-46f3-b708-84851275da86,U45569,7,2023-07-23
2097,f216d139-57fd-4dc7-8504-d439bf5f506c,U19098,4,2023-09-08
2106,34362454-cd39-4dca-a31f-8cc603d9fb09,U38999,12,2023-12-30
2115,253debb7-9497-4a51-8506-37a6463d0b8f,U54447,8,2023-06-25
2124,6b917343-57d0-40f0-80ee-c6e634f4e889,U41147,5,2023-06-24
2129,34056a99-0667-4039-b36c-2babfd16c056,U44000,8,2023-07-18
2131,f97d6f83-352c-4202-953b-ffb25c394a29,U17152,9,2023-10-21
2132,dc71a755-36e2-4582-a8f6-ddd873f36f17,U33033,10,2023-09-07
2136,e3ff15b2-6b60-4edd-a8e1-84698b9a6263,U63426,8,2023-11-09
2139,0bf05817-7923-4034-afa2-06085353d436,U02779,11,2023-11-07
2151,8d1591b6-5285-4aac-8603-e152c8564b42,U01602,12,2023-08-03
2158,87bab0ee-edc4-4d8d-8426-80dc29b996ec,U13898,11,2023-11-30
2164,89c1c02c-553d-4a17-baa7-73eb9e1f3f7b,U24675,7,2023-06-05
2165,409f3497-ea5d-42c3-96a0-06eebd72c048,U49363,14,2023-07-10
2166,25a93933-81a8-42a0-b9c2-61f99068af5a,U04485,8,2023-06-01
2167,96a0c532-45d0-48a9-b3b7-6a0c0bda43a0,U14588,6,2023-08-08
2170,15052e54-f151-48ae-9dff-45c6b17b9c94,U63288,8,2023-11-14
2178,174e11aa-54c9-4707-ab01-4f7b484559b7,U05661,12,2023-08-11
2180,acbaf4f6-b175-44a5-8de1-b875854c5331,U36075,12,2023-08-13
2187,e54e642d-1b13-49ff-85ec-994b5c569e7d,U07460,4,2023-10-16
2189,b56a4e94-00dd-4bc8-937a-f403244d6eb1,U01095,7,2023-11-22
2193,e2e9eb38-7a26-4bcf-a06b-771676e1a1cd,U58900,7,2023-06-13
2198,7ffda5e7-b777-4bde-bfa7-24de92c376a9,U50765,12,2023-10-15
2203,4622bc1f-e147-402d-8f03-9debef27f495,U37688,4,2023-11-23
2204,c375c9b3-54f5-4a8c-99b8-dd217801e7b3,U06081,10,2023-11-11
2206,235e90c2-9fd0-4f6c-890d-1c46a4f07d43,U55915,9,2023-09-16
2208,ccad83a7-b31e-45ac-8fc2-a510fbbd36e0,U57213,6,2023-09-21
2209,5ac2280a-ea59-4414-9f16-c2f6f5cb31c6,U16199,13,2023-07-07
2212,d47186ee-8291-49e3-9541-f5aa558987e2,U45050,12,2023-07-10
2229,69d607d1-dd63-40e0-b43b-9e6a1e312dc5,U01173,4,2023-07-13
2238,c69926ad-8853-4e45-8130-3204f547c116,U53487,3,2023-06-24
2242,bf37c972-25c8-47bb-8a7b-c6afafc0fed7,U11270,5,2023-06-02
2245,e6509123-74fe-4f4a-9a2b-03f326c56c49,U60362,5,2023-07-25
2248,668207ea-e7a3-4b29-a28c-4255e87c612b,U56190,4,2023-06-03
2253,9a6e9e90-fb7e-4ebd-8ec8-cc5e2059fe98,U24701,10,2023-10-30
2273,6cac1312-fdb7-4430-aecb-38bbb465889f,U14603,12,2023-11-11
2275,a031bfac-cf15-4f43-896c-3e32450269e0,U47493,14,2023-10-26
2294,d709bf49-d63e-4794-98f5-7bd89f65f415,U44192,5,2023-08-23
2299,c103a23b-6d42-41c0-93cb-9dee290ea707,U22789,15,2023-07-30
2306,0efbcb1d-e5a0-485e-885d-75c6d98344f9,U51634,6,2023-11-14
2335,bc0b4859-45bb-42ec-b3c6-a2d69eb6d803,U38297,4,2023-09-05
2372,c565362c-25ab-4c96-b88d-e8a223a95721,U31343,10,2023-10-13
2373,bc00f086-8d80-4cd7-b022-bdeca86c88cb,U39504,7,2023-08-19
2383,228bebc5-4bc8-4b28-8451-b0fe895cfa64,U48918,10,2023-08-10
2390,d3e66249-77dc-4f63-ae30-faac37a2999d,U62200,9,2023-09-18
2395,a5f19e70-ad66-472d-b072-42c5d7a77f35,U34606,12,2023-11-23
2404,e5e6fc9e-ba7c-42d4-b125-98dc03d497bc,U06227,14,2023-09-25
2416,62aa9258-959c-42f8-b0e2-5b6f722a567f,U37199,7,2023-07-19
2424,24a19db0-cccf-4b6f-9ba2-93bff4a51db0,U42498,7,2023-10-05
