order_id,user_id,estimated_arrival_in_days,transaction_date
757ee806-fa28-4a99-8eb9-9849bfa24a07,U46057,3,2021-10-24
a41e94f0-46ff-4df6-b198-9247b3058bc7,U64032,10,2021-10-11
6da1b09f-4f75-4df9-bad8-2e4a6930d2e6,U38843,14,2021-12-23
48b619c8-91cd-41d1-b8c8-6a4b1cca98dc,U44565,8,2021-10-16
d8a47dd7-01a8-4b5a-8541-40d01f4ab0c4,U18263,5,2021-12-13
a0cd14a7-bfca-4157-9ac4-c3414ebbecda,U47957,7,2021-11-14
14c1a07b-76af-4a65-8587-8bf0998ab2ff,U59487,3,2021-10-11
5a8f1602-44f5-4418-8773-70be60faf0f9,U20048,10,2021-12-20
0f67baf0-cf5a-4b38-a921-1594a4759616,U49416,7,2021-10-17
9de5bf5b-b074-4b9d-963c-824ccc65be8d,U51864,10,2021-11-06
8ae2a192-a464-49a4-bc73-76f70530e0ea,U50314,12,2021-11-05
1219edfd-2156-4f05-88cd-b929e1055af2,U63551,6,2021-10-18
f406cb46-3a42-4d98-85d1-08d38dd2a49d,U49287,12,2021-12-23
f917554a-667e-478a-a2a4-ed797494017e,U04429,3,2021-12-25
0c485763-415d-49b1-a106-969d34624ada,U15986,5,2021-12-29
47f631b7-c2cd-4438-be4f-cbbc45268e98,U11784,8,2021-10-07
cc9af934-4bf7-4acd-8885-401786469ecf,U60001,12,2021-12-25
957a8b8c-3996-4780-84cf-ebc92485d3cc,U06593,13,2021-11-16
d31884b0-8d46-4e20-9f4f-9e3c3741813a,U46247,6,2021-11-27
1524ddf4-3054-47fd-9bab-0d3e4f734000,U06514,6,2021-12-18
799e561c-a07d-4ead-a63a-b3ec2ff6501c,U18649,9,2021-12-17
3373e55e-ad71-4390-9c22-48dac14a58be,U20226,4,2021-12-20
221bc929-c056-46a2-869f-6bf2ef3f9f67,U12299,13,2021-11-01
94ad67fe-845e-4d3d-9600-6632812e289d,U47488,14,2021-11-19
dc5e72d5-04d8-4557-a481-0d51f9946bba,U56281,11,2021-12-08
f8e6b43d-5c0f-45ab-b5df-3a21d33b5f1b,U55586,14,2021-10-19
6f79f7df-4646-470f-b7ae-6926da5d44c4,U29967,9,2021-12-19
1ca1ae77-2874-4a95-a3f7-8be990b85ac4,U62800,4,2021-10-21
14a2d13c-d96a-4c75-bfcf-814e76780da8,U52495,7,2021-10-03
161bb90e-f074-45da-820d-3ad927caca91,U45820,3,2021-10-24
bed151c9-a31c-4060-9047-b44b19a6d635,U10886,9,2021-11-29
00880f27-ed7c-4729-a587-61ec868c0f3b,U50466,13,2021-10-08
90bd1542-b09a-45b1-848d-ef8a7988f851,U33302,11,2021-10-23
3e2f896f-9ce3-4244-92c2-3e58d29cb465,U53494,10,2021-11-11
63272fba-0a9d-414d-ba98-3afb1bd81e8d,U32738,12,2021-11-12
55acc8db-764f-4e53-8001-1633f981e56c,U01482,8,2021-11-06
5f5422c7-26ed-4e34-9759-c14fd257c256,U08946,11,2021-11-28
cea4f843-64c3-431b-9924-e244944a6d51,U48115,5,2021-10-04
a92e94a2-97dc-4605-83b2-d718b1f0214c,U45136,9,2021-12-08
e65825cb-e850-421c-b42c-39b6b082442f,U31066,8,2021-10-20
0cbb747b-e89b-4c03-a787-c05423377d90,U08000,11,2021-11-11
1c1f27aa-23d6-424b-b096-3e6c1f463de0,U14949,3,2021-10-21
9eb1a948-0cd9-4147-b6b7-79473f4ed9ed,U04486,7,2021-11-17
e60d1479-4fdc-401c-8447-5923387c6ec7,U11455,8,2021-11-23
d7114bfb-c25b-4447-99f6-8466828600df,U58004,8,2021-11-09
8811d7b9-062d-4ee6-96f8-ab40d18e24ad,U40568,3,2021-10-05
8c90ba43-658c-4dca-a7f6-1189e07bf91a,U44000,15,2021-11-06
06d0c654-eb42-4c7a-a63a-c4daed82a3b8,U03364,8,2021-12-11
cf5addde-1f3a-48b5-a261-68b8490ec87f,U08607,6,2021-10-08
78bdf40a-5f1f-401c-b869-38af923dd4c3,U35736,13,2021-11-21
7b3d2e20-0115-4643-bd80-7d2ffc42c199,U47897,13,2021-12-28
3522fe9b-902b-46b3-bf74-68f2bb496b95,U11633,15,2021-12-18
71e7313a-03ff-463c-b5ff-c56158ec7944,U08400,13,2021-12-05
949b274d-29b4-49f3-9594-ec54aadd07de,U11060,11,2021-10-13
a9daf1de-7e2f-4126-b099-5a833ab14d41,U51767,12,2021-11-06
8b0d75c0-00f1-4317-a1c6-398873aca0f5,U08206,12,2021-11-22
2df2e3cc-f089-451a-adf6-5e04cc46f6bb,U35900,10,2021-11-11
77413414-df21-499e-a021-4e8ea4ceabe6,U58910,8,2021-10-18
34f0c50a-0dfa-45eb-8991-fdd44e603ede,U08212,10,2021-10-17
6c3ab604-22ce-429d-8e6e-d569321c2a35,U25373,10,2021-10-25
997bf572-862f-4776-b77a-3152fcc8dd2b,U06567,4,2021-10-17
11b17878-5300-4386-816c-9fe7ac3b70d5,U01179,5,2021-11-16
1ec5c0b2-b37d-49b6-a848-4650a49bf906,U44233,6,2021-11-03
0fe4067b-d9f7-4ece-aaaa-c70190b33c30,U54730,14,2021-11-09
81435902-1778-4e50-9aae-e95141c94397,U25875,5,2021-12-31
51823160-3ff0-4c62-9760-40545904bc53,U14417,10,2021-11-06
f22c4bff-345e-4ffc-a65f-6bf678402146,U30380,8,2021-11-09
71027efb-9c06-4100-944f-9e364826a68f,U03819,14,2021-10-23
60410cfa-c2d7-44dd-a601-53c73e44f59c,U52635,8,2021-12-19
25a2bbc4-ad84-4730-8375-f0ac38f87754,U02596,13,2021-11-05
d4a7a7a6-e577-4d69-9e2c-ea102c124f23,U09064,9,2021-11-28
5780e835-e357-4137-bcf5-4ddef0364eda,U19350,7,2021-11-04
b630f9d7-831a-4ff8-bf1e-3552fc1b1459,U56225,11,2021-10-02
dd154850-f6eb-4585-ac52-f1588c9508bd,U50529,4,2021-11-25
3c522fb3-2a81-4a24-80cb-3438795b3e8a,U37176,7,2021-11-14
52b04ba5-5250-4c09-841d-eb8772d2848d,U55642,4,2021-10-05
4d7e4685-58c1-41a3-aec9-718044ded02a,U33392,4,2021-10-03
f394d171-928b-4c92-ab6c-1fa8358b5a20,U64871,10,2021-10-10
61a906b0-8eea-4721-a17f-e504e6f62a53,U23154,14,2021-11-10
6f0ae4c6-543e-4f4e-8e6c-ced47cfb4eff,U24127,11,2021-12-03
d5d2218a-7764-4a45-b234-74e17bb0a4a4,U21694,6,2021-12-11
e8ad0ed6-44e9-4da2-837a-9dfcf82e2806,U45129,8,2021-10-24
5c0fe485-e7d9-4f90-9d43-8f5edff288cb,U51858,11,2021-11-15
4e3beda6-e6c7-4f61-96dd-bcccbf4b48a9,U52874,10,2021-11-20
97c9834a-37b4-40e2-a12d-07e490c04b64,U27991,8,2021-10-20
4798f2ca-eb63-458d-8d72-f3e07429f41a,U54139,7,2021-11-04
c94ee2db-2f61-4600-ac0c-848ca87f7716,U37731,12,2021-10-04
3cbcb0cd-bdbf-454a-b256-dae87d883a4d,U25451,10,2021-12-20
438dcd17-6a92-45ad-8edb-5ae4df5515b4,U34920,7,2021-10-19
fd75201d-2a64-4b39-99cc-bf289908718a,U15007,10,2021-10-18
ed9fe531-4191-456c-98e4-b5f7bbf29f06,U30862,13,2021-11-03
ca285546-debc-47d0-84bf-84be913ebead,U47310,13,2021-11-06
d92e683b-b709-4660-8746-dfabb48221a2,U29951,7,2021-11-06
46957865-0158-4649-bca4-87511d625f0a,U02639,15,2021-10-27
271903cc-c675-4e00-8379-f00e034850d0,U15480,10,2021-12-30
5fe18cf5-b39d-47cc-8a68-390409e97b9e,U06514,9,2021-12-01
ffdc881a-256d-44eb-b655-762814d07dc8,U07776,14,2021-10-31
5168b273-d157-49fa-be8b-4f80f73afb67,U62262,3,2021-11-04
b5fa17de-2ee3-4bef-99c0-033ecd249800,U51853,11,2021-10-16
338f296f-e934-415f-851c-291ae9c5353f,U21270,13,2021-11-13
089bb2d0-baaf-497f-b8eb-3598da269aed,U57244,15,2021-12-03
74bade36-8c1a-445b-b34a-89da36911743,U03208,5,2021-11-09
5e0efeaf-e5a3-4df8-8f6a-b317f3a0e4a2,U13732,14,2021-12-16
9772ff65-46cb-4d63-b366-ca8848c5c6e3,U53289,5,2021-12-20
f58d9472-4d2c-42f8-99c5-bc28a4f1ae98,U52898,15,2021-10-06
62f6992a-17e5-4ea2-b03c-aa5a2da9cdc8,U50949,6,2021-12-13
7aac0312-8b17-4588-81cf-bfeed0228daf,U54382,5,2021-12-29
11a515fd-fbc1-4cc2-ad29-946f2149e00c,U50280,4,2021-11-06
4d894a6e-94fc-4626-b46d-6dd47782f4c5,U09801,8,2021-12-10
c6adea3d-998e-45d4-83da-15ae3582a2d4,U13829,7,2021-11-09
8868d392-3dd4-488b-a686-c8c7d30034e8,U02873,12,2021-10-19
55a47db2-fde2-4651-bc21-0b4142eee51b,U06597,13,2021-12-16
310c48e6-98c6-48fb-8826-8ac9708b397d,U62507,5,2021-12-23
1befd0da-598e-4b88-bd9e-60e00f70d109,U39876,6,2021-10-22
c452985b-702b-4952-98c7-532ac4aea148,U32243,11,2021-10-15
ce57a07b-e7e1-4654-b82b-45193f31279a,U37407,13,2021-11-22
a4864a48-1f8a-4802-a8df-30688ca79c32,U18220,3,2021-11-09
3f03de22-a1f3-4720-934c-c69569ed31f5,U42332,14,2021-10-30
a4506b4d-78ac-46c6-bb3d-78b5f7e11602,U54329,12,2021-12-07
1c0da127-af99-44c2-b892-08f7d133204b,U43980,10,2021-10-13
66bd5dce-3438-4c07-8daa-07c00fc166a2,U58065,14,2021-11-19
db843592-c27c-492c-a7e2-84d2a2f8461b,U29433,6,2021-12-11
a38d27c8-df6e-4621-a709-672c9da10161,U08029,11,2021-11-26
a5e663ed-ffa1-4727-9903-2a0e8158d192,U47360,11,2021-11-17
1fba6a3b-6ebd-4e9e-bf1a-47d6dda0663b,U01400,6,2021-11-04
5c0c9edd-4dd3-4984-a144-b4f3a6605b83,U59003,10,2021-10-14
3ed3f493-110c-4768-88d0-5976a15dd346,U42007,4,2021-11-29
d10b8ecb-7f44-4f17-93ac-7fef746e18d8,U39724,11,2021-11-07
7b08adfc-7e64-44a8-a19d-e4c9055cd675,U40194,10,2021-12-03
0af52c85-5ea4-4700-862d-6b943037bdc0,U46194,9,2021-10-09
d1c08ebe-0c2d-4146-b4bf-ddad8759b938,U64435,13,2021-11-14
42070aed-8a75-494c-a6fa-7743e773a0af,U51313,6,2021-12-29
84d3e2d5-a66d-40fc-817d-e61339deb27c,U48199,14,2021-10-03
77358ea1-1def-4c11-b514-70d6a746b8b5,U22849,12,2021-11-09
dc9620c4-f5b6-49fa-93f1-618133a21916,U27872,10,2021-12-10
01ce3bf5-2219-4a56-86a5-c988fe1545bc,U19350,11,2021-10-14
b5ad52f7-a85d-4c4b-b07a-946b11a7a439,U19888,8,2021-12-22
63ba8d3f-7b0c-4296-a4a9-9d49984953f2,U47353,4,2021-12-09
f0662270-2332-451c-804e-6d7a1ba9ecdc,U10679,9,2021-10-29
80fb1b85-d45f-4753-bd03-da674a0f6fd7,U16639,8,2021-10-24
d5866134-2b58-43ab-a185-429c1394bbe3,U02282,14,2021-12-27
a76c83ad-be4a-4005-8f18-cde4e1b2571e,U47540,3,2021-12-14
8272ed07-8cde-47de-9501-84635139d723,U49288,5,2021-10-14
8d5b0d3a-d4b5-4ad6-b481-5529641d3eb3,U29809,3,2021-11-12
9fd89867-3686-40aa-9afd-04f04c01059d,U31884,11,2021-12-21
dd037a23-3835-484d-aace-164d9b481477,U58656,9,2021-12-12
0377d3ad-373e-4cd6-a28d-ebbf969d2854,U29154,9,2021-11-06
f65f72fe-4aa1-4198-b871-c54a0012ba5f,U62318,11,2021-11-05
c69e3496-639e-4746-8f79-f6b51cd73f3d,U21565,7,2021-11-10
c53de4bb-af8e-46b4-a992-d1dda25e7008,U18649,8,2021-11-20
9193fbc4-d214-4b80-870e-35796204ee87,U14654,10,2021-12-26
c33a2519-44da-4529-8c19-cda17756482a,U14398,12,2021-10-18
47be4611-b711-448a-91ba-866b0be4a660,U18096,9,2021-10-26
2ad54413-b762-42e2-b624-ee67c38351c7,U12373,15,2021-12-14
f8de63a5-481c-4b53-b4f9-753be4194581,U25149,6,2021-10-21
db94f825-1417-4f9d-8d40-be2dfe498fe1,U27319,8,2021-10-14
458fc635-7f9c-4c61-b26c-dcfa1d500be7,U13594,10,2021-10-29
b094e893-4064-4825-8418-c8176403d97c,U31226,4,2021-10-04
f86d86a1-f270-40d9-add5-62049c72c65f,U15987,9,2021-11-12
4464f13d-1216-4f4e-ba20-71c9ed7bbdab,U60672,6,2021-10-16
0fd5ddc6-5f4e-4e7e-b5a8-59e8973f3b99,U63961,12,2021-11-11
a4faf9f3-9512-46b6-92f1-dca9a96c7a3c,U00346,3,2021-11-05
b5e5fa45-da13-4108-be89-7ac14801965d,U07672,4,2021-11-23
b03834d9-303d-4e99-b1ae-cf05e86892df,U16684,13,2021-11-11
72c57a90-a61a-4e18-816c-ca63b4c7b048,U22850,6,2021-12-10
89331eb4-ec38-4674-8b56-866542daae78,U28794,9,2021-12-10
96d21495-084a-49fd-b0c7-67f22d3c2d0b,U41380,4,2021-10-21
69c2f534-0821-4d2b-9e20-3f7505c4e62f,U63629,12,2021-12-07
38381e2e-6ee3-450b-823e-8190b2bc96a3,U47285,5,2021-12-13
8dce7137-c8b1-456e-8f50-f292f0fbe666,U30862,10,2021-12-08
d13c9d23-f98f-4389-96af-dc145a7974c1,U06505,9,2021-11-26
fbcd5e70-c000-4136-bf28-d2780e4158a6,U11956,7,2021-10-05
84b05bd4-9e17-4577-a17a-946b9930ed54,U17861,7,2021-10-11
4b24927c-8510-47d3-92db-c90d039e1622,U38454,5,2021-10-19
265b373a-515d-4a2e-a638-8c1e53552ba2,U12039,6,2021-12-28
38bff205-47f6-4c51-bdd4-e75839fffad6,U13056,7,2021-11-07
ff411c80-948f-49cc-9986-ce54b4b90e92,U58207,11,2021-11-10
ad2fc022-790c-4047-9009-9066515861a3,U48672,14,2021-11-28
e9604740-520a-4c6f-b57a-d95e27bd1622,U42854,6,2021-12-13
1584737c-cd7d-46df-b48f-a7eb631d8475,U09590,4,2021-11-07
3e3ca8dc-4b9c-4202-a11a-910b06b927f7,U08654,4,2021-11-16
203537d4-4dd5-4e48-b329-87557c828ea4,U65305,8,2021-12-01
2f2e6fa9-6cf2-42a2-a052-992b5754b7dc,U24071,12,2021-12-31
cb459d01-fde3-4e9c-a6ee-52f73990016e,U07632,6,2021-12-26
e8dd9955-273e-404e-997f-284378407984,U44905,9,2021-12-18
1a4e5956-5954-40b5-921d-961789aacb11,U28093,10,2021-12-25
a8e19f11-1688-4918-b48e-ef23e119bc3b,U23598,12,2021-11-02
07e8dc18-34ec-464e-8e72-0cd8a7260539,U54028,4,2021-11-09
ec4e41bc-9205-4b03-bd61-8b2a383943b3,U31091,9,2021-12-12
49192f2a-5f77-4f3b-a7d3-c3625c0cb45c,U25149,9,2021-12-13
3d752291-4edf-4d12-9e77-c6e687f30436,U18552,10,2021-10-21
c1e2ed14-8b67-4686-87ed-579fd82e8831,U04087,14,2021-10-06
8987828f-151d-4fce-9c55-6c1b8cf5b43a,U04759,4,2021-12-02
46cecfe3-a6a8-44cb-9ccb-99f1a2f3cf27,U07177,14,2021-11-23
70e32758-fe56-456e-8736-e30c97b5a74c,U53071,11,2021-10-22
5271cb38-0a83-465f-9ea2-81cdb6712165,U01076,3,2021-12-01
1852013d-8811-4438-9469-c7284dc63773,U05673,9,2021-12-29
dbe6714b-dcba-4213-8d9d-014c05b4f2b1,U12238,12,2021-12-09
c22f8930-ce6a-42a7-9f81-f48e7f81ddb3,U26869,9,2021-12-09
2124dcee-5e2c-4ec1-b26e-cba9b6612d58,U24439,3,2021-10-30
218fa45f-bb0c-4c99-9f2b-4e0fd39bfc37,U58004,12,2021-12-02
ca2e5126-812c-4ec9-a47c-5f14862275eb,U19831,13,2021-12-30
3855aff1-7dbc-4828-b62c-af182f34104d,U55264,6,2021-12-08
2c8611e5-5b83-4127-889a-536c97ab130d,U00703,11,2021-11-09
6fd724a9-60ab-4445-a2ed-fbc9094c3b35,U39693,11,2021-11-09
7380772b-cfa0-4f0d-ac2c-b8df23820f63,U53917,15,2021-12-18
f84280cd-98c7-4078-9554-f335c07e4337,U11882,7,2021-11-10
4d7c9e4b-ae7f-4321-b6c7-76965305b1cd,U03366,13,2021-11-25
b26c057b-2a15-43d3-9ea4-b225778491d2,U19684,12,2021-12-24
2e6c4fdb-38a1-4b28-98a5-310567c21db0,U57288,15,2021-10-10
df88cc71-2a52-478a-b585-d5315c453d06,U25446,15,2021-11-30
76ef4c11-1b66-44fc-a33a-624f9c4cc70a,U38901,7,2021-10-07
023e0830-9d64-431c-8f04-18a1ec35a745,U41137,14,2021-12-22
91c93280-1542-47d7-a740-478ff651decd,U51634,8,2021-10-20
74f7ed04-13c6-4175-a804-3b993eef1a2c,U59294,13,2021-10-20
65ed8cb4-5525-4ff6-8140-ec7b14b5873b,U08977,4,2021-12-10
835387d4-9f37-4bf7-bc17-378a8103a85c,U18577,8,2021-10-28
7805da69-cef4-4f28-bb3d-9c224d087704,U20022,13,2021-10-27
f95ea31b-d85d-4684-8a5f-6687b0cdfa53,U16432,12,2021-12-10
4935610a-be4b-4b23-ba4b-780a27d66591,U25795,13,2021-12-05
69bfda68-6ac4-4f52-92a4-3c05315d1d58,U10475,5,2021-10-11
f07272ab-07a8-4c06-a35f-de5be246ac5a,U50680,3,2021-11-16
7a523772-ce7a-4571-9a02-de76e8b892e3,U34932,10,2021-12-18
4874672f-3e1f-4f15-9481-39c91bb905b9,U64541,4,2021-11-11
18fed7fb-9556-4569-a835-9df4e2722052,U42305,6,2021-12-23
ad7e0bc7-c997-4b43-ae87-db9e254df84f,U37199,4,2021-11-13
b8040c9c-84b9-4a84-bd04-81fcbd1e51d8,U50448,4,2021-10-07
1c79aedd-33e1-4e4f-ad0c-86b6236e7099,U48731,8,2021-11-16
361c03dc-433c-4729-a60f-30b834256936,U50483,3,2021-12-05
a901e09b-2b1a-4ceb-98bd-727dd2b4cdc9,U18492,8,2021-10-14
fa1b905b-0c10-4b63-bfc8-f588b88538ad,U02886,12,2021-11-27
46b232e6-c5ac-4fa1-b49c-c6a351a29679,U27644,3,2021-12-05
cde1e8f7-c0a1-40f1-bc31-1ae4e6cab24f,U01188,10,2021-12-27
5f1222fa-7d12-4d80-af4d-e631dca03550,U04328,6,2021-12-29
39288880-69ca-4a50-ab92-48ef383fe2c2,U31933,15,2021-12-17
5ccdbd53-6b2c-49df-9f43-213039458ae2,U62305,14,2021-12-27
d2edae63-e933-45ec-a944-9e6b630dbb05,U21739,5,2021-11-19
0ed24424-19e4-43b7-9c5d-cbf6c66096f9,U21035,4,2021-10-28
71167806-e8e8-4c26-9175-1e9153d2919f,U25039,15,2021-10-25
6beb60c0-6f89-403d-a12d-d81d0dd3b836,U23878,4,2021-11-24
a47b824f-c09e-4774-9ed4-f9fe37be8045,U59564,6,2021-11-19
57a1f352-4c0d-437a-aa53-cbfaa4fa7340,U34590,5,2021-12-06
b9ad6f93-a534-417b-8ccb-cc66c3096ee3,U20293,11,2021-10-11
42a687b4-7fe7-4894-8a1e-e9babad16b21,U09011,6,2021-12-23
39965348-1908-4e56-ab5e-7360eafd33af,U20227,8,2021-10-03
72ff0adf-0d39-4652-aa09-d92d8788b887,U16444,7,2021-12-23
49157bef-04dd-4d06-b355-c74946a80a31,U60665,12,2021-10-31
c93e128c-3281-4ace-bcbe-06ee3f05dd43,U36333,5,2021-11-29
f43b3e49-3fdc-4462-b028-038b2c3d2480,U07322,5,2021-10-01
ba6f40b8-a0c1-4127-b8c4-5d0d3458c129,U18312,14,2021-10-24
c9c05ed5-c87b-435e-84c9-b5cf98b78c5b,U37582,5,2021-10-15
990fcb93-0bc4-4675-ba58-32dc55fb6c66,U44841,7,2021-12-09
df20a859-6524-4c63-8278-b852e662b4d1,U11350,5,2021-11-24
c19848ff-cbb9-42d7-82a6-2cfb7add4424,U13732,8,2021-10-03
52db8c61-f0fd-4cb3-b281-33749fec1c71,U62924,5,2021-10-02
844a4dc7-efa3-4834-9086-f741b21b6430,U42149,3,2021-10-23
1a263934-4f2e-4228-9916-92efd8c8064d,U00272,15,2021-10-21
140286bd-a560-46de-8312-d93245bc91b3,U62527,10,2021-10-27
7ae51bc9-88e8-4fad-9e89-2ddbc76be59f,U28526,15,2021-11-01
17c43a80-a569-4d7f-ae8b-898929422b48,U47728,13,2021-12-25
025602d7-bb39-446c-b9b1-0e13a94c94e1,U40931,6,2021-12-12
35bfeb63-ed9a-475e-a695-549e18af8ec5,U35949,3,2021-12-03
a94b0fa2-f346-4cdc-bffe-311d13b9a6fa,U08029,13,2021-10-20
1bdf3229-cf12-41aa-a7b5-accc9b86e2bb,U20501,10,2021-12-31
c52a390a-e24b-40c9-a6c5-e1691f9c0117,U65353,6,2021-11-07
44410bbb-6dc2-4d7f-96e2-88162674a0eb,U03512,7,2021-12-19
ff10c702-1a16-484f-92c3-abdfeb932a2e,U26174,3,2021-12-28
2f1b7443-c5bb-40ae-8fd7-536e0d1c625a,U52142,6,2021-12-30
6031786e-c7a5-4253-81eb-24b3a11c2648,U24623,8,2021-12-20
1b85ca77-cb99-47e7-af5b-275e2865f287,U09851,13,2021-12-28
9a8585d1-9be9-4005-9898-cc0f613e1094,U12401,13,2021-11-18
4c17a2d9-6060-4c17-af0e-651011b2216a,U23835,14,2021-10-03
61d602fa-1514-47cc-b124-f5aeee4c95de,U31977,15,2021-10-08
a9c30b53-453d-46c0-9138-b3ce001fb4fe,U31813,4,2021-11-08
ff6baab6-2c55-4016-8111-f7756acc92c5,U05494,3,2021-12-22
881ae50e-b713-4211-a58a-6f458c53dcea,U46780,6,2021-11-12
6998e89d-157a-4013-a826-d5819628c7c3,U19927,14,2021-11-23
e9372724-149f-4be5-8373-1c003b29beab,U03058,15,2021-11-21
d376a253-1765-4d8d-a541-90977de6a8ec,U54028,15,2021-12-11
1408be48-bda4-4288-849d-470f5000ac69,U42930,8,2021-12-17
534b05fe-148f-451c-9ad0-2eb2e29df873,U65072,13,2021-12-30
2eec837b-57df-4b5c-8e45-b7819aad6b8b,U65118,13,2021-12-06
4621134c-c69c-4511-83ca-84df40945046,U23048,5,2021-12-11
370388b3-f2a7-48de-9574-8697d9c7b45a,U54202,6,2021-12-23
1f34928c-1241-42b8-85c8-36c6377f0387,U38161,5,2021-12-06
dc75cf0d-cbce-4f46-a8d4-c0b0578410bd,U57963,4,2021-11-28
375e3701-e583-4f46-a2ae-b08e3913c8ac,U62773,9,2021-12-07
cc2e95b8-b552-49ad-8ba7-897d71dd38fb,U29335,14,2021-12-02
f1110cdf-c7e8-447e-b955-f60c385d0314,U58418,10,2021-12-03
fcb1fa60-3d4f-4fff-875e-4681a55ea961,U11994,5,2021-11-10
3779049b-3d74-4bc2-8180-ca03e42eaeb7,U24622,3,2021-11-02
87ff015e-b770-483f-96a6-533d16c17b42,U23432,14,2021-11-08
af1684d2-2b3f-4a17-9ac9-041c0df12978,U43820,9,2021-12-31
3ed95845-f257-4f75-947e-f9d539b3548f,U20370,12,2021-10-03
