order_id,user_id,estimated_arrival_in_days,transaction_date
691543b3-562f-4fcd-ada0-adc2120b3652,U27541,8,2020-04-02
8c0b07d2-5cda-4e4c-96c2-60b390f7ccf4,U20808,3,2020-05-29
625e8d6e-2df3-4b17-9217-0e4cc652abba,U00473,6,2020-02-18
62e0d226-7f1e-4070-a847-cdcbf0f7d3d4,U41472,8,2020-01-20
88bb5588-e57e-4d85-8dea-afe07e9624f1,U10888,9,2020-02-14
51a682e5-4f16-4cf8-b269-41d013510c42,U57839,12,2020-02-26
28ff97aa-252e-418c-9209-f1ab3f4e2fd8,U10862,10,2020-03-16
f00020e9-e668-4ae0-a032-7f8d74337f30,U25851,10,2020-06-18
2d6ce6b6-065c-48cc-9b59-d85768a47558,U16876,5,2020-03-10
5691d681-e49a-4f16-a7a7-abe0b0144bb2,U08365,10,2020-01-01
152634e6-f04e-4370-a836-084a778441a4,U62135,9,2020-01-17
00be53ee-f889-4d9c-96e1-84ff4c2d0e61,U60654,8,2020-01-31
9dd9d806-5325-4b1e-810d-dc6f4900c92e,U04402,15,2020-01-22
d38cf6d4-dc64-42ba-aa80-925c23c2c632,U26302,3,2020-06-24
292d03b7-ca93-416e-86ed-c24fba820431,U36001,5,2020-05-21
4c65a587-a27d-4232-bc3c-de5e57d600ba,U39724,13,2020-02-16
aabcaf23-1639-40b9-851f-31709aaacf7a,U48890,15,2020-05-19
85fdfedb-0d3e-4770-a0b7-40d6ce223bd6,U49969,13,2020-03-29
bf979da6-b229-483c-aa22-42c96489e896,U01531,5,2020-01-15
91ea036b-cb88-4859-8244-3d1c7399c9b1,U00829,7,2020-03-07
3260ad9b-3876-4e48-882b-5485276f06b9,U63608,4,2020-06-18
bddefb38-14d2-47e0-840f-e122014183de,U63901,3,2020-03-29
28daf3e4-9c8b-40f7-a9b7-cb62cba6be76,U03366,6,2020-01-17
3735700c-e459-4465-bb3d-26d847cd38bb,U02471,11,2020-06-01
2e4678d4-bd8e-41cf-811b-231017d01e2e,U05232,6,2020-06-09
a4431183-9535-47d0-9317-4c54544926ff,U13608,12,2020-01-27
fbe88754-8d14-4ba1-886f-5763302e4cfc,U11909,5,2020-06-13
dd971294-f28d-40be-8f20-624ed0e90f81,U50147,14,2020-02-16
8f85caaa-603d-4b67-bd0d-a55011e80879,U57213,12,2020-02-07
4ea15562-f37a-43fc-b965-7a16a0eaac58,U46446,12,2020-06-21
b1b39d6b-57d0-40db-a7fc-3d9f569eb47a,U54233,4,2020-04-01
1570f4c6-a176-4ab0-ac84-195663b7f55f,U41760,9,2020-04-23
7609ec92-9d6e-4fc1-b6c7-37052c12f0dd,U45153,3,2020-05-16
72f133fd-b942-43e3-98bf-006dfbd8b020,U04328,12,2020-04-05
a0c8846a-5f56-416c-8fd2-f21d3883de5d,U32243,14,2020-01-22
74f22ef3-7ccf-42dc-abec-1e9ab683882f,U28991,13,2020-03-06
e3a856ba-cceb-4f3c-b088-15e1ccac2eb1,U39693,4,2020-05-27
040a5b5f-56ab-4479-ba0d-7fe6cebb527d,U60489,11,2020-06-28
521b6c7a-97e2-4c5f-a225-bbe259524457,U32230,5,2020-06-26
0dc6ea26-75f6-4396-a100-767c18377f68,U62480,6,2020-05-17
411dbdde-a5b9-4f8b-ac6e-9ec62261df34,U03861,8,2020-02-26
a7b51908-7c5e-4cb0-bbf1-f6f0a678bb7a,U56527,8,2020-06-03
5c594e87-43f9-4042-b253-9eee8848c6bc,U45898,3,2020-02-06
74ac8257-6849-417b-ad8a-7afe296e8b6a,U41384,15,2020-03-06
ebda8f54-8687-41aa-803b-65f9df289afd,U49771,7,2020-05-22
4d299366-9cce-4113-aa65-241b9182b3f9,U12322,5,2020-01-30
bbe75b6d-5df3-412d-ab77-4349341ff708,U33887,3,2020-03-06
40643a0a-0f06-4025-bce1-ffd99d507625,U59557,15,2020-02-10
cded6666-6ce8-427e-b6ac-c7973be5317c,U33370,14,2020-02-19
3f991123-9004-450d-a419-8c4da0f49dd0,U04749,11,2020-06-20
8002c658-f6c0-4047-8f4d-8537f212206d,U39708,4,2020-02-08
21d0633f-34c0-4477-a167-3b28a567b495,U16296,8,2020-02-11
6bc5b9ba-ce3a-4c31-9065-341443c28efe,U11128,3,2020-02-04
1a28b9d0-890b-422b-aadb-14ac59c06f41,U60576,7,2020-05-04
035946a3-7068-4667-a0c0-6cce2e569683,U49954,3,2020-01-12
e1b249f7-90be-4480-87ae-dc1d845cb38a,U23785,5,2020-02-04
14a2019e-41f5-449b-ad67-00c417f990d0,U01787,11,2020-03-17
6f1a1b15-6ef6-41c7-a9c6-4a62f6de7cc2,U48707,6,2020-01-02
5e0fe325-95ca-4209-87e7-5d43a10a4efe,U10519,5,2020-04-30
d818d514-2252-47ad-b631-73ccc9104b06,U18670,10,2020-03-25
7540d0f1-5a34-4170-8d7e-f05cfcc8beb9,U24221,8,2020-02-17
80db3acf-2510-4428-8927-32b4a2c9e8fe,U03208,10,2020-06-01
40ec6a80-b30b-4951-a603-0eb7099eb389,U08143,10,2020-01-19
7e380967-c729-46fc-8bb5-3998e3b5bc29,U13307,4,2020-01-23
5db2bb2a-2284-43eb-b31f-7fb2d71b23f7,U03828,7,2020-02-15
21f391d3-66c8-4def-bb1e-790a7bda1de3,U52979,3,2020-01-19
fbe32810-7118-4447-9dd3-d3c8bc478a0d,U05053,6,2020-04-27
196370db-0c9e-4024-a277-74c6dc44f89a,U60072,13,2020-01-30
d96dab10-9aac-4914-9ecf-d90c6939cfaf,U37990,10,2020-04-05
8d571408-5b16-4a66-9f5a-71f82c88ff6d,U09199,3,2020-02-08
ca72b4a7-0377-458c-8169-ae99736a5646,U35312,14,2020-06-24
074abfc5-ce24-437f-952c-b23581bb3b92,U21517,10,2020-05-17
05c14385-7c77-4bbf-8dc9-cf2a52f2be9d,U25633,7,2020-02-23
736024d1-36e4-467c-b641-b34a531bab79,U37395,8,2020-02-23
b3705d92-8208-456e-b655-e902272f68b6,U54934,12,2020-02-01
fa6b91b2-f392-4985-ae4a-79d6bb6191e3,U51082,13,2020-02-18
eb05d37f-6b18-4bf8-9fc7-0dd1fa47d5b7,U52635,4,2020-04-07
aade7fc3-cc45-4d29-b744-d32481d2bc15,U40627,9,2020-03-06
858a842b-d6cf-42e7-b3bb-7397576e79d6,U46409,3,2020-06-24
015ee523-61b5-42d8-90ac-1997e4acee2d,U09003,11,2020-06-12
437bc385-061c-4eff-b7f9-c1b545e30d70,U54817,7,2020-02-23
ad7dc385-3f39-45e3-b212-0198ff58fe16,U08257,6,2020-04-20
7560ed2f-94fd-4e28-adfe-fa23904430f7,U52640,9,2020-05-28
88cbfe54-4d42-447f-99bb-ef3f2076dbf9,U36917,6,2020-05-18
3410259f-78d4-4905-af66-276b2ab56782,U37328,11,2020-05-25
bca624b0-0c7f-4034-9a76-490b8f453fcc,U12489,7,2020-02-15
10eeb954-9b83-4c9b-8328-d338c5c22d48,U08484,7,2020-03-24
480f5e16-7619-46f9-ab1b-f3cc80aef6eb,U34440,12,2020-04-07
6bbe8f31-cd52-4613-b99a-fa93a62b9529,U14797,8,2020-06-06
03d84b93-239f-4b80-8ca8-0f0441bbbcce,U27781,8,2020-02-08
555bd4e3-6e31-42df-98d1-5eabd883690c,U28839,10,2020-03-15
9474e8dd-89ab-4dee-8e53-1baa42e0fdd7,U14576,9,2020-02-15
a8b97217-6002-4aef-99e3-67e3c321bd42,U40753,12,2020-05-12
5f9f5ab8-7733-4d78-a104-3535e54f389d,U50778,4,2020-04-21
22e48a7b-9900-42c5-a5a4-88c0a2779764,U12080,7,2020-01-26
73398abf-5111-4bda-b222-f8f918bdf346,U27532,10,2020-01-14
4e3769a4-7db3-4dce-88d5-fbdb959e3df1,U47752,6,2020-04-10
771ca1d3-9abf-4915-a56a-d1835e81fa7b,U47001,3,2020-05-21
b3e9624a-8024-4610-9909-28a39ecd1455,U61758,4,2020-03-04
9f0af4b8-0cd4-4b0c-a758-2ba456ac346e,U44909,14,2020-05-29
a414a794-976a-4138-bcf2-7f361573a45c,U59734,4,2020-04-28
2b456caf-02ae-42de-941b-63bb99eb8175,U19607,10,2020-01-09
84d95c2f-e746-40c7-9ffb-0f3977aa1b0f,U36917,14,2020-03-05
99f7613e-0588-4403-bb5d-ce229cf66892,U47360,6,2020-05-09
15ae1388-08cc-4956-ba1c-c3a808cb6222,U00422,15,2020-05-17
e804be84-9e38-429d-a813-92396fbb9589,U51313,12,2020-06-17
a4ae37e6-db08-40f4-88c8-5adf4679aec6,U51412,15,2020-03-28
9ec950be-66af-4a08-bf3a-e30d7c1cb473,U25659,12,2020-05-05
0da44d3e-eb49-43f7-86b9-6a6e55294c43,U57486,11,2020-03-05
56c251af-d898-4b31-852f-85c9a2852603,U62952,10,2020-02-16
ef7b24e8-4cf6-47d9-8067-50df5887f6f5,U40487,7,2020-01-05
7f19e753-7c74-4efd-9036-dd871311d29e,U32230,13,2020-01-11
32b54f92-f639-4eb8-955a-6a556739d19b,U47385,10,2020-01-17
1c8dc1d0-d122-434a-b9f6-e3711d74394e,U17326,12,2020-05-11
4006763c-2a6e-4e09-b861-4373ad6ad5eb,U21171,13,2020-04-23
cfb5c235-66d8-49a1-a179-a8532c05c325,U29567,3,2020-05-08
0f79207e-b363-40fa-89ed-feee5587e165,U53584,7,2020-05-02
ec9c5f50-e5f6-407b-951e-14ac04809c5c,U15771,12,2020-05-29
cf893261-ee01-4203-9d07-bf4057a3e952,U54365,10,2020-02-01
6f60a7cc-d1c0-4ab1-9c48-18a97796f47b,U07214,4,2020-02-29
fde8da90-c1cd-459d-a3e2-9554a0e81f4d,U19343,15,2020-04-14
59b22a7f-c260-455e-831f-ebe4a3d88642,U33883,10,2020-02-19
5a0465fc-f511-4358-97c7-d34b6e04dc30,U47001,9,2020-04-29
840d7600-beaa-423c-a83c-af50579d2ed3,U15577,5,2020-06-01
46d7b0ea-8da7-40e1-a408-f38d42e49119,U33291,11,2020-02-24
253716d2-15be-437c-b5d3-272a62e0a390,U03675,9,2020-04-22
8a36aab2-5fcc-41bc-9093-da650708519b,U35900,11,2020-02-20
dba6b14d-ef15-42bf-9ac4-3fa2788fab6d,U65111,11,2020-04-19
d6b8d1a0-6c6c-4472-b700-80e998fc4677,U51182,4,2020-06-25
a608250f-a86e-419b-8b66-a69c5b1e6f66,U18786,4,2020-03-24
1352e7da-a1b6-4dc5-bf77-3637cd4a684a,U43128,15,2020-05-04
9fca24fa-845b-411b-afd3-209500f8c7e3,U29876,15,2020-05-10
1fdff821-86c4-4d98-be94-8bd388a28def,U53772,10,2020-06-17
27bb8ead-1ff5-4c80-ad4f-cd523a316f9c,U38790,7,2020-03-12
533a1cf6-880a-4ae5-8969-4d9ef04ea6cd,U57332,6,2020-03-27
b9291e4e-b8d8-4540-b22d-24d556146055,U20804,14,2020-03-21
ecbacad1-5a89-4e40-b2b2-8e1ae25bfe1d,U36715,11,2020-05-28
7d38c1a4-ad0a-4dac-9a40-1f87c7eb1869,U12112,15,2020-06-08
3339c1b0-4d10-4357-a600-15456d29f883,U03797,4,2020-02-15
85343011-b005-4c2d-8026-be012287efb6,U11909,14,2020-06-24
06b87fab-5558-4742-922f-87608d2233ed,U58373,14,2020-03-06
2971469f-b088-4589-9c0e-c0430e360e9f,U43455,12,2020-04-03
ccefb8ce-f733-411a-ad0f-c144c20559b3,U07451,11,2020-05-19
79ec0396-db22-4a88-bfbf-9a74a644e6a5,U14471,6,2020-03-17
899937a0-480d-452c-9b8f-35242335c8ef,U00690,7,2020-02-25
b5c42088-9c64-4af6-9f64-709ecab936f5,U14922,8,2020-02-06
12bfad16-e4d2-4d1f-ab7e-b87fafd7d265,U13754,8,2020-06-13
dd703814-bf36-42aa-89bb-ebe4f7f3e177,U06635,14,2020-04-14
59dfd0b2-31ac-43f9-bdc0-5c3c11a82da1,U57056,9,2020-06-03
2ab925dc-5496-4059-8bbe-f6d715ea9faa,U03138,10,2020-02-27
1e249de3-e378-4884-977f-95e04ea4f244,U47360,10,2020-02-29
bcf1915f-2b97-45d6-9b86-6709ccd9d759,U42011,7,2020-02-10
3857ffa5-8b61-4af5-aa7a-6d1b1c5e0238,U29965,14,2020-02-06
16dd5c66-b107-4cb3-89e4-45c7aabf3ad2,U49669,13,2020-04-13
45590098-eac6-4468-afd7-ad199a1b3827,U61412,6,2020-04-26
5493c584-1818-4346-a8d9-2f0a7bae0bd6,U47126,15,2020-05-08
3422c0aa-8c5c-40b1-946f-6a4d5c19c205,U53841,10,2020-03-31
7ba22892-1881-4505-be67-ccb20fffdabd,U14859,4,2020-04-08
63ee67ce-9e98-42f4-a663-d0ff656b6e96,U10548,5,2020-01-15
a2b5dacc-e0ce-4b4c-9fcc-384b7919f910,U49497,15,2020-04-05
de0d3254-8d8b-497b-81f0-071dc419e241,U64589,4,2020-06-19
eaf9375f-5360-4d79-a610-4b23f1ecb242,U51393,5,2020-06-30
4c4211d8-2c17-4f27-a125-0073170421c4,U01995,7,2020-02-22
ffa984a1-15ba-4f1e-8bef-21d550e80f85,U22853,10,2020-05-15
8b85b425-3214-4f10-a2f0-7fbbfae138ca,U58885,11,2020-02-19
55c1a8eb-17d6-4fb3-bb7f-8dad14fc9b5a,U39267,10,2020-02-04
2c02e5a9-9c3b-40f9-b3ad-46eb6f5ad4c2,U07763,6,2020-04-29
c014aeb0-3f58-4dfa-9699-fb8732de5a34,U41316,9,2020-06-29
cd8cedb2-4884-4afd-8660-af9dafe4e476,U57918,15,2020-06-06
af6a6671-339c-45bd-a4ca-af25a5f8e42a,U14159,3,2020-02-05
043ec1a3-a526-4292-b300-ff3486295551,U40414,11,2020-05-28
